hsa_nci_id,peak_date,peak_size
1,12/31/2022,1.52
1,12/23/2023,3.94
1,8/31/2024,2.57
1,9/20/2025,1.13
1,1/10/2026,1.61
10,1/21/2023,2.15
10,9/30/2023,1.64
10,12/30/2023,3.11
10,8/31/2024,1.99
10,1/4/2025,1.27
10,9/20/2025,0.67
10,1/3/2026,1.07
101,12/31/2022,5.23
101,9/23/2023,2.56
101,12/30/2023,5.28
101,8/31/2024,2.88
101,1/4/2025,2.08
101,9/6/2025,1.24
101,1/10/2026,1.52
102,12/17/2022,4.92
102,9/2/2023,3.33
102,12/16/2023,3.42
102,8/31/2024,3.84
102,12/28/2024,1.62
102,9/6/2025,1.46
102,2/28/2026,1.25
103,1/14/2023,2.73
103,9/23/2023,3.11
103,12/23/2023,3.9
103,9/7/2024,2.25
103,1/18/2025,1.92
103,1/3/2026,1.34
104,1/21/2023,3.74
104,9/9/2023,2.65
104,12/23/2023,3.17
104,8/24/2024,5.18
104,12/28/2024,1.98
104,9/6/2025,1.5
104,12/20/2025,2.04
105,2/11/2023,4.12
105,9/9/2023,2.81
105,12/30/2023,6.03
105,9/14/2024,5.24
105,1/25/2025,1.94
105,4/5/2025,1.29
105,9/20/2025,1.43
105,2/14/2026,1.48
106,2/11/2023,2.97
106,9/30/2023,1.91
106,12/23/2023,4.78
106,9/7/2024,3.94
106,1/11/2025,1.63
106,9/20/2025,0.9
106,2/7/2026,1.35
107,12/24/2022,6.09
107,9/16/2023,2.49
107,12/30/2023,4.35
107,9/7/2024,2.65
107,1/4/2025,2.16
107,8/30/2025,1.89
107,1/3/2026,1.02
108,10/15/2022,4.2
108,12/31/2022,4.67
108,9/23/2023,2.11
108,12/30/2023,4.5
108,8/17/2024,2.15
108,1/4/2025,1.91
108,9/6/2025,1.07
108,1/3/2026,1.11
109,12/31/2022,4.53
109,9/9/2023,2.1
109,12/30/2023,4.15
109,8/17/2024,3.13
109,2/15/2025,1.22
109,8/23/2025,2.57
109,3/14/2026,0.68
11,12/31/2022,3.91
11,8/26/2023,3.03
11,11/18/2023,4.81
11,9/7/2024,4.03
11,12/28/2024,2.86
11,9/6/2025,0.96
11,1/17/2026,2.25
112,12/31/2022,4.71
112,9/30/2023,2.62
112,12/30/2023,5.98
112,9/14/2024,3.03
112,1/11/2025,2.54
112,9/20/2025,1.03
112,1/10/2026,1.75
114,12/31/2022,3.31
114,9/2/2023,2.35
114,12/16/2023,2.41
114,8/31/2024,2.17
114,1/4/2025,1.04
114,9/6/2025,1.02
114,2/28/2026,1.13
115,12/24/2022,2.11
115,5/13/2023,0.83
115,9/2/2023,2.41
115,12/23/2023,2.71
115,8/10/2024,1.92
115,1/4/2025,1.92
116,12/24/2022,2.82
116,12/9/2023,3.59
116,8/24/2024,2.59
116,12/21/2024,1.82
116,1/10/2026,1.24
119,12/24/2022,4.99
119,8/26/2023,6.3
119,12/16/2023,5.13
119,8/31/2024,6.13
119,2/22/2025,1.36
119,9/13/2025,1.63
119,1/17/2026,2.44
12,12/17/2022,4.17
12,9/2/2023,4.47
12,12/23/2023,5.3
12,9/7/2024,3.47
12,1/18/2025,3.27
12,9/13/2025,1.09
12,1/24/2026,2.08
121,12/31/2022,5.35
121,9/23/2023,2
121,12/30/2023,4.14
121,8/10/2024,1.89
121,1/11/2025,1.31
121,9/13/2025,1.28
121,1/3/2026,0.73
122,12/23/2023,3.06
122,9/7/2024,2.08
122,1/18/2025,1.67
122,1/3/2026,1.29
123,1/7/2023,3.51
123,5/6/2023,1.4
123,9/16/2023,4.09
123,11/25/2023,4.67
123,2/24/2024,2.92
123,8/31/2024,7.16
123,1/11/2025,1.82
123,8/30/2025,0.85
123,12/27/2025,1.87
123,3/28/2026,0.83
124,1/7/2023,4.97
124,1/6/2024,5.39
124,8/24/2024,2.63
124,1/25/2025,1.48
124,1/17/2026,1.02
126,1/7/2023,5.31
126,9/23/2023,2.04
126,1/6/2024,3.49
126,8/3/2024,2.55
126,1/25/2025,1.63
126,9/13/2025,1.15
126,1/10/2026,0.77
127,1/21/2023,5.43
127,9/23/2023,1.63
127,12/30/2023,3.65
127,8/10/2024,2.3
127,1/25/2025,1.27
127,8/30/2025,1.06
127,1/24/2026,1.53
13,12/31/2022,4.36
13,12/2/2023,8.02
13,8/31/2024,6.13
13,12/21/2024,3.05
13,9/6/2025,1.06
13,1/10/2026,2.08
131,12/31/2022,6.69
131,11/18/2023,6.2
131,9/7/2024,5.43
131,12/21/2024,1.72
131,9/6/2025,1.06
131,12/27/2025,1.53
135,12/31/2022,5.27
135,8/26/2023,2.84
135,12/30/2023,4.69
135,8/17/2024,3.12
135,2/8/2025,1.55
135,8/23/2025,1.94
136,2/11/2023,3.34
136,9/30/2023,2.58
136,12/16/2023,5.07
136,8/24/2024,4.98
136,12/28/2024,4.31
136,1/3/2026,3.06
14,12/31/2022,7.17
14,12/23/2023,4.68
14,8/24/2024,3.95
14,1/18/2025,1.68
14,8/30/2025,1.71
14,3/14/2026,1.19
141,12/31/2022,4.15
141,9/2/2023,4.36
141,2/10/2024,4.48
141,8/17/2024,3.58
141,2/1/2025,2.11
141,8/30/2025,1.56
141,12/13/2025,1.11
143,1/21/2023,2.2
143,8/19/2023,1.91
143,12/30/2023,0.69
143,8/10/2024,2.44
143,8/23/2025,1.64
144,1/14/2023,1.93
144,8/19/2023,0.73
144,4/6/2024,0.54
144,8/24/2024,1.92
144,8/30/2025,1.38
145,1/7/2023,3.27
145,8/26/2023,3.63
145,2/17/2024,2.9
145,8/24/2024,4.7
145,2/1/2025,1.24
145,8/30/2025,2.24
145,1/10/2026,0.99
146,12/24/2022,6.13
146,8/26/2023,3.19
146,12/30/2023,3.56
146,2/24/2024,3.27
146,8/10/2024,4.81
146,1/25/2025,1.91
146,8/30/2025,1.62
146,12/6/2025,1.73
147,1/7/2023,2.1
147,9/2/2023,1.99
147,12/30/2023,1.94
147,2/24/2024,1.55
147,8/17/2024,2.05
147,2/8/2025,0.94
147,8/30/2025,0.83
147,12/27/2025,0.8
148,12/31/2022,2.68
148,8/26/2023,2.31
148,12/30/2023,2.35
148,2/24/2024,1.95
148,8/17/2024,2.24
148,3/1/2025,1.04
148,8/30/2025,1.13
148,12/27/2025,0.72
149,12/31/2022,6.36
149,9/9/2023,3.56
149,12/30/2023,4.41
149,8/24/2024,3.81
149,1/11/2025,1.71
149,8/30/2025,1.96
149,1/3/2026,0.87
149,3/14/2026,1.07
151,12/31/2022,3.82
151,9/2/2023,2.56
151,12/23/2023,4.57
151,8/24/2024,3.02
151,12/28/2024,1.89
151,9/6/2025,0.85
151,12/27/2025,1.36
153,12/31/2022,1.97
153,8/26/2023,1.49
153,1/13/2024,1.69
153,8/10/2024,1.83
153,2/22/2025,0.7
153,8/23/2025,1.13
154,12/31/2022,4.11
154,8/19/2023,4.02
154,1/6/2024,3.49
154,8/17/2024,4.37
154,3/1/2025,1.77
154,8/30/2025,2.34
154,1/10/2026,0.77
157,12/31/2022,4.23
157,8/26/2023,3.11
157,12/30/2023,3.35
157,8/17/2024,3.17
157,12/28/2024,1.46
157,3/1/2025,1.42
157,8/23/2025,1.96
157,1/10/2026,0.74
16,12/31/2022,4.51
16,9/9/2023,2.1
16,12/30/2023,3.2
16,8/31/2024,2.33
16,2/1/2025,1.2
16,8/30/2025,1.37
16,3/7/2026,0.77
160,12/31/2022,6.59
160,8/26/2023,4.8
160,2/10/2024,4.35
160,8/17/2024,5.61
160,3/1/2025,1.55
160,8/30/2025,3.16
160,12/27/2025,0.57
164,12/31/2022,4.68
164,8/26/2023,4.8
164,2/10/2024,4.89
164,8/10/2024,7.22
164,2/15/2025,2.08
164,8/30/2025,3.21
164,12/27/2025,1.38
167,12/31/2022,5.81
167,9/9/2023,3.9
167,1/6/2024,3.62
167,8/10/2024,4.44
167,1/18/2025,1.29
167,9/6/2025,3.19
168,12/31/2022,4.35
168,9/16/2023,2.9
168,12/30/2023,2.74
168,8/31/2024,3.42
168,1/11/2025,0.91
168,9/6/2025,2.71
169,12/31/2022,4.56
169,9/2/2023,2.41
169,12/23/2023,4.38
169,8/24/2024,3.61
169,1/4/2025,2.09
169,9/6/2025,1
169,1/17/2026,1.22
17,2/25/2023,4.16
17,12/23/2023,3.73
17,9/7/2024,2.62
17,1/11/2025,3.07
17,1/3/2026,1.99
170,12/31/2022,4.39
170,9/9/2023,3.03
170,1/6/2024,2.63
170,8/17/2024,4.14
170,3/1/2025,1.05
170,8/30/2025,2.36
170,3/14/2026,0.7
176,12/31/2022,5.05
176,8/26/2023,6.68
176,12/30/2023,1.92
178,1/7/2023,1.38
178,8/26/2023,1.3
178,2/17/2024,0.63
18,1/7/2023,3.87
18,9/2/2023,2.63
18,12/23/2023,3.31
18,8/31/2024,4.32
18,12/28/2024,1.82
18,9/6/2025,1.52
18,1/3/2026,1.25
180,1/7/2023,3.74
180,8/19/2023,3.66
180,2/3/2024,2.5
180,8/10/2024,4.06
180,8/16/2025,2.95
182,12/31/2022,5.19
182,8/26/2023,2.81
182,2/10/2024,3.26
182,8/17/2024,3.3
182,1/4/2025,1.33
182,8/30/2025,1.85
182,12/27/2025,0.7
184,12/31/2022,6.56
184,8/26/2023,3.76
184,12/30/2023,3.32
184,8/17/2024,4.99
184,3/8/2025,1.69
184,8/30/2025,2.12
184,2/14/2026,1.26
186,12/31/2022,7.3
186,9/16/2023,4.16
186,12/30/2023,4.41
186,8/31/2024,4.49
186,2/15/2025,1.53
186,9/6/2025,3.07
186,3/14/2026,0.9
187,12/31/2022,6.65
187,8/26/2023,4.4
187,2/3/2024,4.58
187,8/17/2024,6.38
187,2/8/2025,1.51
187,8/30/2025,3.49
187,1/24/2026,0.8
188,12/31/2022,4.93
188,9/2/2023,2.78
188,12/23/2023,4.52
188,8/17/2024,4.57
188,1/11/2025,2.34
188,8/30/2025,1.53
188,12/20/2025,1.66
189,1/7/2023,1.45
189,8/26/2023,1.24
189,2/10/2024,1.82
189,8/17/2024,3.24
189,1/25/2025,0.77
189,8/30/2025,2.75
19,12/31/2022,3.76
19,9/23/2023,2.57
19,12/30/2023,4.05
19,9/7/2024,2.67
19,1/18/2025,0.98
19,9/20/2025,0.91
19,2/14/2026,1.51
190,12/31/2022,3.27
190,8/26/2023,2.15
190,1/6/2024,2.61
190,8/17/2024,3.02
190,2/22/2025,1.09
190,8/23/2025,1.65
191,1/7/2023,5.7
191,12/30/2023,3.58
191,8/10/2024,4.38
191,3/8/2025,2.07
191,9/6/2025,1.85
191,2/28/2026,1.1
192,12/31/2022,5.87
192,9/9/2023,3.55
192,12/30/2023,3.55
192,8/17/2024,3.4
192,1/11/2025,1.69
192,9/6/2025,2.09
192,1/10/2026,1.13
193,1/14/2023,5.18
193,8/19/2023,1.43
193,2/3/2024,1.33
193,8/24/2024,3.85
193,3/1/2025,1.15
193,8/30/2025,2.77
194,12/31/2022,6.54
194,9/9/2023,3.23
194,12/23/2023,5.63
194,8/31/2024,3.89
194,12/28/2024,1.66
194,9/6/2025,1.41
194,1/3/2026,0.83
195,1/7/2023,4.07
195,9/16/2023,4.04
195,12/30/2023,2.92
195,8/24/2024,3.5
195,2/8/2025,0.89
195,9/6/2025,2.84
195,2/7/2026,0.75
196,12/31/2022,5.42
196,8/26/2023,4.65
196,2/17/2024,4.18
196,8/24/2024,4.81
196,2/8/2025,1.4
196,8/30/2025,2.51
196,1/24/2026,1
198,12/31/2022,5.89
198,9/9/2023,3.18
198,1/13/2024,3.31
198,8/17/2024,4.39
198,3/22/2025,1.26
198,8/30/2025,2.53
198,1/3/2026,0.69
199,12/31/2022,5.88
199,9/9/2023,5.27
199,1/20/2024,4.07
199,8/17/2024,7.77
199,1/25/2025,2.34
199,8/30/2025,3.24
199,1/3/2026,1.25
2,12/24/2022,3.39
2,9/9/2023,2.68
2,12/30/2023,3.5
2,8/24/2024,3
2,12/28/2024,1.54
2,8/30/2025,1.32
2,1/17/2026,1.48
20,12/31/2022,4.26
20,9/16/2023,2.49
20,12/30/2023,4.9
20,8/17/2024,2.61
20,1/18/2025,1.79
20,9/13/2025,1.27
20,1/3/2026,1.35
203,12/31/2022,4.9
203,9/9/2023,2.85
203,2/3/2024,2.89
203,8/17/2024,3.07
203,3/15/2025,0.95
203,8/30/2025,1.94
203,3/7/2026,0.6
204,12/31/2022,3.06
204,8/26/2023,3.64
204,2/17/2024,3.49
204,8/17/2024,2.47
204,3/8/2025,1.65
204,8/23/2025,1.75
204,2/21/2026,0.75
205,12/31/2022,5.36
205,9/9/2023,4.13
205,2/10/2024,3.96
205,8/31/2024,3.73
205,3/15/2025,1.66
205,9/6/2025,2.81
205,3/21/2026,0.75
206,12/31/2022,4.12
206,8/19/2023,4.88
206,2/3/2024,3.79
206,8/17/2024,4.78
206,1/18/2025,1.24
206,3/22/2025,1.36
206,8/30/2025,2.68
206,2/14/2026,0.98
207,12/31/2022,5.3
207,9/9/2023,3.87
207,2/10/2024,2.93
207,8/31/2024,3.78
207,3/8/2025,1.27
207,9/6/2025,2.57
207,2/21/2026,1.03
208,12/31/2022,4.59
208,9/2/2023,4.51
208,12/30/2023,4.02
208,3/2/2024,2.84
208,8/10/2024,3.14
208,1/4/2025,1.94
208,3/8/2025,1.85
208,8/30/2025,1.14
208,2/28/2026,0.97
209,12/31/2022,6.83
209,9/9/2023,3.58
209,1/27/2024,4.28
209,8/24/2024,4.5
209,3/1/2025,1.62
209,9/6/2025,2.23
209,3/7/2026,0.75
21,1/7/2023,3.02
21,3/18/2023,2.67
21,9/30/2023,2.42
21,12/30/2023,3.98
21,9/21/2024,3.45
21,1/11/2025,1.55
21,1/24/2026,1.33
211,12/31/2022,1.82
211,8/26/2023,2.71
211,2/17/2024,1.83
211,8/10/2024,2.15
211,3/8/2025,1.57
211,8/30/2025,1.43
211,12/27/2025,0.79
212,12/31/2022,4.05
212,9/2/2023,3.54
212,1/6/2024,2.61
212,8/3/2024,3.23
212,1/11/2025,0.58
212,8/30/2025,2.78
214,1/7/2023,6.58
214,9/2/2023,4.17
214,1/6/2024,3.29
214,8/31/2024,4.19
214,1/25/2025,1.42
214,9/6/2025,2.59
214,3/28/2026,0.83
215,1/7/2023,2.42
215,9/2/2023,2.57
215,12/30/2023,2.53
215,3/9/2024,1.29
215,8/17/2024,2.46
215,3/1/2025,1.58
215,8/30/2025,0.77
215,1/31/2026,0.82
216,12/31/2022,3.65
216,8/26/2023,3.34
216,2/24/2024,2.3
216,8/24/2024,2.86
216,3/8/2025,1.61
216,8/30/2025,1.08
217,1/7/2023,2.89
217,9/2/2023,2.41
217,12/2/2023,2.32
217,3/2/2024,1.3
217,8/17/2024,3.64
217,12/28/2024,0.9
217,8/30/2025,1.4
217,1/3/2026,1.15
218,12/31/2022,4.22
218,9/2/2023,3.16
218,12/30/2023,2.98
218,8/17/2024,4.02
218,3/8/2025,1.73
218,8/30/2025,2.57
218,3/14/2026,0.66
22,12/31/2022,4.81
22,9/23/2023,2.05
22,12/30/2023,3.78
22,8/3/2024,1.88
22,1/4/2025,1.44
22,9/13/2025,1.02
22,1/3/2026,1.01
220,12/31/2022,4.61
220,9/9/2023,2.33
220,1/6/2024,3.27
220,8/10/2024,3.06
220,3/1/2025,1.58
220,8/23/2025,1.04
222,12/31/2022,3.36
222,8/26/2023,4.74
222,1/6/2024,2.15
222,8/17/2024,4.59
222,3/15/2025,1.61
222,8/30/2025,0.93
223,12/31/2022,2.07
223,8/26/2023,2.5
223,11/25/2023,2.39
223,3/2/2024,1.63
223,8/24/2024,3.04
223,2/8/2025,2.33
223,8/23/2025,0.94
223,2/28/2026,0.78
225,12/31/2022,4.98
225,9/9/2023,2.84
225,12/30/2023,3.61
225,8/17/2024,3.37
225,2/1/2025,1.55
225,9/6/2025,1.66
225,1/3/2026,0.75
226,12/31/2022,2.17
226,8/26/2023,2.44
226,12/30/2023,1.95
226,2/24/2024,2.31
226,8/24/2024,2.2
226,1/4/2025,0.96
226,3/15/2025,0.96
226,8/23/2025,0.96
226,1/3/2026,0.98
228,12/31/2022,3.65
228,8/26/2023,1.74
228,1/27/2024,1.91
228,8/10/2024,4.11
228,1/25/2025,0.64
228,8/16/2025,2.32
228,2/28/2026,0.9
229,12/31/2022,4.72
229,9/16/2023,3.58
229,12/30/2023,3.35
229,8/31/2024,3.83
229,1/25/2025,2.04
229,9/6/2025,1.98
229,1/3/2026,0.88
229,3/14/2026,0.88
23,1/7/2023,2.92
23,9/23/2023,1.5
23,12/30/2023,3
23,8/10/2024,1.59
23,1/11/2025,1.24
23,9/6/2025,0.73
23,1/10/2026,0.81
231,12/31/2022,3.6
231,8/26/2023,3.38
231,12/30/2023,3.15
231,2/24/2024,2.4
231,8/17/2024,2.79
231,12/28/2024,1.23
231,8/30/2025,1.55
232,12/31/2022,3.92
232,8/26/2023,2.8
232,12/23/2023,2.72
232,8/17/2024,1.47
232,3/8/2025,1.41
232,9/6/2025,0.76
232,1/10/2026,0.93
234,12/24/2022,1.71
234,8/26/2023,1.69
234,2/3/2024,1.5
234,8/10/2024,1.54
234,3/1/2025,0.74
234,8/30/2025,0.9
234,1/3/2026,0.71
235,12/31/2022,5.59
235,9/2/2023,4.26
235,1/6/2024,3.61
235,4/20/2024,2.14
235,8/24/2024,4.66
235,3/15/2025,1.52
235,8/30/2025,2.59
235,2/28/2026,0.67
238,12/31/2022,6.23
238,9/16/2023,4.31
238,1/6/2024,3.47
238,8/17/2024,5.74
238,1/18/2025,1.28
238,9/6/2025,3.02
238,2/28/2026,1.11
239,12/31/2022,3.99
239,8/26/2023,4.69
239,1/6/2024,3.9
239,3/2/2024,3.46
239,8/17/2024,4.25
239,3/15/2025,2.51
239,8/30/2025,1.73
239,1/3/2026,1.45
240,12/31/2022,5.86
240,4/1/2023,2.92
240,9/9/2023,3.13
240,12/16/2023,4.26
240,8/17/2024,4.79
240,3/8/2025,1.47
240,9/6/2025,1.58
240,1/10/2026,1.21
242,12/31/2022,6.94
242,9/16/2023,3.45
242,12/30/2023,4.22
242,8/31/2024,4.44
242,1/11/2025,1.69
242,9/6/2025,2.4
242,2/21/2026,0.76
243,1/7/2023,6.38
243,9/2/2023,4.06
243,2/3/2024,4.6
243,8/24/2024,6.13
243,1/4/2025,1.8
243,9/6/2025,4.02
243,2/28/2026,1.31
244,12/31/2022,6.2
244,9/9/2023,3.57
244,1/6/2024,3.37
244,8/17/2024,4.98
244,1/25/2025,1.44
244,8/30/2025,3.06
244,3/7/2026,0.71
245,1/14/2023,3.84
245,8/26/2023,2.7
245,12/23/2023,4.75
245,8/24/2024,2.4
245,12/28/2024,1.78
245,8/30/2025,1.24
245,1/3/2026,1.42
246,12/31/2022,4.18
246,9/2/2023,4.33
246,12/30/2023,3.14
246,8/31/2024,3.22
246,3/15/2025,1.21
246,8/30/2025,2.1
246,2/21/2026,0.63
248,1/7/2023,4.5
248,9/9/2023,1.9
248,12/9/2023,3.26
248,8/24/2024,4.14
248,2/8/2025,0.81
248,9/13/2025,1.22
248,1/3/2026,1.51
249,12/31/2022,3.2
249,9/2/2023,1.59
249,2/24/2024,1.37
249,8/31/2024,2.74
249,9/6/2025,1.42
25,12/31/2022,5.8
25,9/2/2023,2.19
25,12/23/2023,6.43
25,8/24/2024,3.23
25,2/22/2025,1.76
25,8/30/2025,1.76
25,1/17/2026,1.61
252,10/29/2022,3.26
252,1/7/2023,4.58
252,8/26/2023,3.22
252,12/9/2023,3.99
252,8/24/2024,3.96
252,3/1/2025,1.76
252,8/30/2025,1.69
252,1/3/2026,1.88
256,12/31/2022,6.55
256,5/6/2023,1.57
256,9/9/2023,3.71
256,12/30/2023,6.35
256,8/24/2024,5.63
256,1/18/2025,3.49
256,9/6/2025,3.2
256,1/10/2026,0.84
258,1/14/2023,3.52
258,9/2/2023,2.13
258,12/30/2023,3.07
258,8/10/2024,1.33
258,1/11/2025,1.33
258,9/6/2025,1.65
260,12/31/2022,4.75
260,9/2/2023,4.35
260,2/24/2024,4.88
260,8/17/2024,4.13
260,12/28/2024,1.85
260,8/16/2025,1.78
261,12/17/2022,3.67
261,9/16/2023,3.8
261,1/20/2024,4.12
261,8/31/2024,4.84
261,2/22/2025,1.63
261,9/6/2025,2.88
261,1/10/2026,0.95
262,12/31/2022,4.37
262,9/9/2023,3.04
262,2/10/2024,2.85
262,8/17/2024,2.91
262,3/15/2025,1.24
262,9/6/2025,2.41
262,3/7/2026,0.61
263,1/28/2023,1.17
263,11/11/2023,1.22
263,9/7/2024,1.25
263,12/20/2025,1.65
264,1/7/2023,4.03
264,9/9/2023,2.1
264,12/30/2023,3.45
264,8/17/2024,3.84
264,1/11/2025,1.5
264,9/6/2025,1.71
264,2/14/2026,1.06
267,10/22/2022,3.73
267,12/31/2022,7.43
267,9/16/2023,4.39
267,1/20/2024,4.13
267,8/24/2024,5.15
267,2/22/2025,1.45
267,8/30/2025,2.95
267,3/7/2026,1.08
269,1/7/2023,6.82
269,8/19/2023,4.26
269,2/10/2024,4.22
269,8/10/2024,2.7
269,3/1/2025,1.85
269,8/23/2025,2.52
269,2/14/2026,1.06
27,1/7/2023,4.78
27,9/9/2023,2.88
27,12/2/2023,4.69
27,8/31/2024,3.35
27,12/28/2024,3.33
27,9/6/2025,1.88
27,12/27/2025,2.38
271,12/24/2022,3.66
271,3/25/2023,1.88
271,9/23/2023,2.84
271,12/23/2023,4.94
271,8/24/2024,2.2
271,1/11/2025,2.71
271,9/6/2025,0.75
271,2/7/2026,2.03
272,12/24/2022,3.39
272,9/9/2023,2.28
272,12/30/2023,4.41
272,8/24/2024,4.4
272,12/28/2024,2.54
272,8/23/2025,2.06
272,1/3/2026,1.12
273,1/14/2023,4.37
273,12/23/2023,4.37
273,8/24/2024,3.76
273,2/1/2025,2.31
273,1/10/2026,1.9
274,12/24/2022,4.05
274,2/25/2023,2.48
274,9/16/2023,2.3
274,12/30/2023,4.49
274,9/7/2024,2.24
274,1/11/2025,2.53
274,9/13/2025,0.91
274,1/3/2026,1.96
275,12/17/2022,4.22
275,9/2/2023,1.39
275,12/23/2023,2.62
275,8/17/2024,2.67
275,12/28/2024,1.39
275,8/23/2025,0.97
275,1/3/2026,1.18
277,12/17/2022,4.76
277,3/11/2023,2.12
277,9/2/2023,2.06
277,12/23/2023,5.19
277,8/24/2024,3.01
277,1/4/2025,2.45
277,9/6/2025,0.67
277,1/3/2026,2.37
278,12/17/2022,3.16
278,2/25/2023,2.19
278,12/16/2023,3.84
278,8/24/2024,2.77
278,1/4/2025,1.88
278,9/13/2025,0.72
278,1/10/2026,1.72
279,12/10/2022,2.7
279,9/9/2023,1.68
279,12/30/2023,2.48
279,8/24/2024,2.44
279,1/4/2025,1.55
279,9/6/2025,0.79
279,1/10/2026,1.49
280,12/24/2022,2.46
280,12/23/2023,3.33
280,8/17/2024,2.25
280,1/11/2025,1.74
280,9/6/2025,0.89
280,1/10/2026,1.24
282,12/17/2022,3.99
282,3/11/2023,3.14
282,12/23/2023,4.18
282,8/31/2024,2.63
282,1/11/2025,2.16
282,9/13/2025,0.73
282,1/10/2026,1.91
284,11/19/2022,4.99
284,3/25/2023,4.17
284,9/16/2023,2.44
284,12/23/2023,5.36
284,9/7/2024,2.68
284,1/11/2025,3.78
284,9/13/2025,0.64
284,1/17/2026,1.83
285,12/24/2022,2.14
285,9/16/2023,1.24
285,12/23/2023,2.67
285,9/7/2024,1.18
285,1/4/2025,1.69
285,9/13/2025,0.63
285,1/10/2026,1.37
286,12/23/2023,3.62
286,8/10/2024,2.12
286,1/4/2025,1.87
286,9/6/2025,0.9
286,1/3/2026,1.04
287,12/24/2022,4.09
287,12/23/2023,3.65
287,8/24/2024,2.32
287,1/4/2025,1.58
287,9/6/2025,0.9
287,1/10/2026,1.75
289,12/24/2022,3.49
289,12/16/2023,4.5
289,9/14/2024,1.99
289,1/4/2025,2.29
289,9/13/2025,0.73
289,1/10/2026,1.38
29,12/31/2022,4.36
29,9/2/2023,3.7
29,12/30/2023,3.6
29,8/24/2024,3.66
29,12/28/2024,2.17
29,8/30/2025,1.87
29,1/3/2026,1.31
290,12/24/2022,7.97
290,12/16/2023,4.44
290,8/31/2024,3.65
290,1/3/2026,2.89
291,12/17/2022,4.38
291,3/4/2023,2.22
291,9/16/2023,1.78
291,12/23/2023,4.73
291,8/31/2024,2.32
291,1/4/2025,2.75
291,8/30/2025,0.88
291,1/10/2026,2.5
293,12/17/2022,2.95
293,3/18/2023,2.77
293,12/2/2023,3.7
293,8/31/2024,2.22
293,1/18/2025,1.86
293,1/24/2026,1.35
294,10/22/2022,2.09
294,12/31/2022,1.97
294,3/25/2023,2.22
294,9/23/2023,2.77
294,12/23/2023,4.48
294,9/14/2024,3.17
294,1/11/2025,2.93
294,9/20/2025,0.97
294,1/17/2026,1.98
296,12/17/2022,3.46
296,9/23/2023,2.23
296,12/23/2023,5.97
296,8/31/2024,2.15
296,1/4/2025,2.06
296,9/13/2025,1.02
296,1/17/2026,1.97
297,12/24/2022,4.14
297,3/25/2023,2.5
297,9/23/2023,2.12
297,12/23/2023,5.09
297,9/7/2024,2.57
297,1/11/2025,2.14
297,1/10/2026,2.52
298,12/10/2022,2.12
298,12/23/2023,4.1
298,8/24/2024,2.47
298,1/11/2025,2.21
298,9/13/2025,0.66
298,1/10/2026,1.96
299,12/17/2022,4.43
299,9/9/2023,2.4
299,12/23/2023,5.14
299,8/24/2024,3.04
299,1/4/2025,2.29
299,9/6/2025,0.99
299,1/3/2026,2.35
3,12/31/2022,5.41
3,9/16/2023,2.6
3,12/30/2023,4.68
3,8/17/2024,3.39
3,1/4/2025,1.87
3,9/13/2025,1.58
3,1/10/2026,1.17
30,1/7/2023,6.14
30,10/28/2023,2.98
30,12/23/2023,3.7
30,9/7/2024,5.15
30,1/4/2025,2.64
30,8/30/2025,2.13
30,3/14/2026,1.3
300,12/17/2022,3.97
300,3/4/2023,2.59
300,9/2/2023,2.18
300,12/23/2023,5.57
300,8/24/2024,3.69
300,1/4/2025,3.21
300,9/6/2025,0.79
300,1/10/2026,1.55
301,12/17/2022,2.73
301,3/11/2023,1.95
301,9/16/2023,1.82
301,12/23/2023,3.15
301,8/17/2024,2.35
301,1/11/2025,1.64
301,9/20/2025,1
301,1/17/2026,1.31
302,11/5/2022,4.66
302,3/18/2023,3.68
302,12/23/2023,5.21
302,8/24/2024,2.28
302,1/4/2025,2.72
302,1/10/2026,2.86
303,12/24/2022,5.03
303,9/2/2023,1.95
303,12/23/2023,4.81
303,8/24/2024,2.79
303,12/28/2024,2.4
303,9/6/2025,1.04
303,1/10/2026,1.95
304,12/17/2022,3.59
304,3/11/2023,1.72
304,12/23/2023,5.29
304,8/31/2024,3.48
304,1/4/2025,2.79
304,8/30/2025,0.59
304,1/3/2026,2.8
305,12/17/2022,4.82
305,12/30/2023,4.02
305,8/31/2024,3.43
305,12/28/2024,2.15
305,12/27/2025,3.21
306,12/17/2022,4.16
306,3/4/2023,2.98
306,12/23/2023,4.94
306,8/31/2024,3.17
306,1/4/2025,2.39
306,9/13/2025,1.1
306,1/24/2026,1.88
307,12/17/2022,3.94
307,3/11/2023,3.38
307,9/2/2023,1.76
307,12/23/2023,5.3
307,8/24/2024,2.72
307,1/11/2025,3.36
307,8/30/2025,0.98
307,1/10/2026,2.05
308,12/24/2022,4.16
308,8/26/2023,1.81
308,12/23/2023,5.02
308,8/24/2024,2.89
308,1/4/2025,2.58
308,8/30/2025,0.83
308,1/10/2026,2.48
309,12/17/2022,2.73
309,9/16/2023,1.63
309,12/23/2023,4.05
309,8/31/2024,2.08
309,12/28/2024,1.66
309,9/13/2025,0.75
309,1/10/2026,1.67
31,12/31/2022,4.5
31,9/16/2023,2.82
31,12/23/2023,4.16
31,9/7/2024,4.37
31,1/4/2025,1.96
31,9/6/2025,1.49
31,1/10/2026,2.27
