season,hsa_nci_id,hsa,hsa_counties,geography,peak_date,peak_size
2024-2025,194,"Watauga, NC - Ashe, NC","Ashe, Watauga",North Carolina,2/8/2025,9.36
2024-2025,195,"Pitt, NC - Beaufort, NC","Beaufort, Hyde, Martin, Pitt, Tyrrell, Washington",North Carolina,2/1/2025,12.03
2024-2025,196,"Sumter, SC - Clarendon, SC","Clarendon, Lee, Sumter",South Carolina,2/1/2025,15.61
2024-2025,198,"Wake (Raleigh), NC - Johnston, NC","Franklin, Johnston, Wake, Wilson",North Carolina,2/1/2025,10.07
2024-2025,199,"Marion, SC - Dillon, SC","Dillon, Marion",South Carolina,2/1/2025,17.03
2024-2025,2,"Kenton (Covington), KY - Campbell, KY","Boone, Campbell, Gallatin, Grant, Kenton, Pendleton",Kentucky,2/15/2025,10.09
2024-2025,20,"New London, CT",New London,Connecticut,2/8/2025,8.53
2024-2025,203,"Orange (Chapel Hill), NC - Harnett, NC","Chatham, Harnett, Lee, Orange",North Carolina,2/1/2025,9.69
2024-2025,204,"Spalding (Griffin), GA - Butts, GA","Butts, Spalding",Georgia,2/1/2025,9.51
2024-2025,205,"Moore, NC - Richmond, NC","Hoke, Montgomery, Moore, Richmond",North Carolina,2/1/2025,18.13
2024-2025,206,"Laurens, GA - Toombs, GA","Dodge, Johnson, Laurens, Montgomery, Telfair, Toombs, Treutlen, Wheeler",Georgia,1/25/2025,13.17
2024-2025,207,"Robeson, NC - Columbus, NC","Bladen, Columbus, Robeson, Scotland",North Carolina,2/1/2025,9.83
2024-2025,208,"Maury, TN - Giles, TN","Giles, Lewis, Marshall, Maury",Tennessee,2/1/2025,9.69
2024-2025,209,"Jackson, NC - Macon, NC","Graham, Jackson, Macon, Swain",North Carolina,2/1/2025,10.71
2024-2025,21,"Ontario (Geneva), NY - Wayne, NY","Ontario, Seneca, Wayne, Yates",New York,2/8/2025,9.48
2024-2025,211,"Rutherford (Murfreesboro), TN - Warren, TN","Cannon, DeKalb, Rutherford, Van Buren, Warren",Tennessee,12/28/2024,8.79
2024-2025,212,"Charleston (Charleston), SC - Berkeley, SC","Berkeley, Charleston, Colleton, Dorchester, Hampton",South Carolina,2/1/2025,7.37
2024-2025,214,"Nash, NC - Halifax, NC","Edgecombe, Halifax, Nash, Northampton",North Carolina,2/1/2025,13.7
2024-2025,215,"Putnam, TN - White, TN","Clay, Jackson, Overton, Pickett, Putnam, White",Tennessee,12/28/2024,6.67
2024-2025,216,"Stephens, GA - Hart, GA","Franklin, Hart, Stephens",Georgia,2/8/2025,12.52
2024-2025,217,"Hamblen (Morristown), TN - Jefferson, TN","Grainger, Hamblen, Hancock, Jefferson",Tennessee,12/28/2024,6.8
2024-2025,218,"Gaston (Gastonia), NC - Cleveland, NC","Cleveland, Gaston, Lincoln, Rutherford",North Carolina,2/1/2025,13.94
2024-2025,22,"Middlesex, MA - Suffolk (Boston), MA","Barnstable, Dukes, Middlesex, Nantucket, Norfolk, Plymouth, Suffolk",Massachusetts,2/8/2025,9.28
2024-2025,220,"Jasper, GA",Jasper,Georgia,1/18/2025,12.5
2024-2025,222,"Bulloch, GA - Emanuel, GA","Bulloch, Candler, Emanuel, Screven",Georgia,2/1/2025,9.01
2024-2025,223,"Cumberland, TN - Fentress, TN","Bledsoe, Cumberland, Fentress",Tennessee,12/21/2024,11.35
2024-2025,225,"Buncombe (Asheville), NC - Henderson, NC","Buncombe, Haywood, Henderson, Madison, Transylvania",North Carolina,2/1/2025,7.93
2024-2025,226,"Anderson (Oak Ridge), TN - Roane, TN","Anderson, Campbell, Morgan, Rhea, Roane",Tennessee,2/1/2025,5.5
2024-2025,228,"Decatur, GA - Seminole, GA","Decatur, Miller, Seminole",Georgia,1/25/2025,11.38
2024-2025,229,"Catawba (Hickory), NC - Burke, NC","Burke, Caldwell, Catawba",North Carolina,2/8/2025,12.78
2024-2025,23,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem",New Jersey,2/1/2025,8.84
2024-2025,230,"Wayne, GA - Appling, GA","Appling, Wayne",Georgia,4/26/2025,0
2024-2025,231,"Sumner (Hendersonville), TN - Wilson, TN","Macon, Smith, Sumner, Trousdale, Wilson",Tennessee,12/28/2024,12.65
2024-2025,232,"Lawrence, TN - Wayne, TN","Lawrence, Perry, Wayne",Tennessee,2/1/2025,8.38
2024-2025,234,"Montgomery (Clarksville), TN - Stewart, TN","Houston, Montgomery, Stewart",Tennessee,2/1/2025,5.97
2024-2025,235,"Cabarrus (Concord), NC - Rowan, NC","Cabarrus, Rowan, Stanly",North Carolina,2/1/2025,18.2
2024-2025,238,"Wayne, NC - Lenoir, NC","Duplin, Greene, Lenoir, Wayne",North Carolina,2/1/2025,12.04
2024-2025,239,"Coffee, TN - Franklin, TN","Coffee, Franklin, Grundy, Moore",Tennessee,12/28/2024,14.95
2024-2025,240,"Yancey, NC - Avery, NC","Avery, Mitchell, Yancey",North Carolina,2/8/2025,13.56
2024-2025,242,"Onslow, NC - Craven, NC","Carteret, Craven, Jones, Onslow, Pamlico",North Carolina,2/8/2025,10.48
2024-2025,243,"Hertford, NC - Bertie, NC","Bertie, Chowan, Gates, Hertford",North Carolina,2/1/2025,14.49
2024-2025,244,"York (Rock Hill), SC - Chester, SC","Chester, York",South Carolina,2/1/2025,17.32
2024-2025,245,"Hardin, TN - McNairy, TN","Hardin, McNairy",Tennessee,2/1/2025,13.83
2024-2025,246,"Horry, SC - Georgetown, SC","Georgetown, Horry",South Carolina,2/1/2025,9.69
2024-2025,248,"Dyer, TN - Lauderdale, TN","Dyer, Lake, Lauderdale",Tennessee,2/1/2025,12.36
2024-2025,249,"Lancaster, SC - Kershaw, SC","Kershaw, Lancaster",South Carolina,2/1/2025,6.42
2024-2025,25,"Frederick, VA - Shenandoah, VA","Clarke, Frederick, Shenandoah, Warren, Winchester City",Virginia,2/8/2025,14.02
2024-2025,252,"Greene, TN - Cocke, TN","Cocke, Greene",Tennessee,12/28/2024,10.07
2024-2025,256,"Wilkes, NC",Wilkes,North Carolina,2/8/2025,15.74
2024-2025,258,"Cherokee, NC - Clay, NC","Cherokee, Clay",North Carolina,2/8/2025,3.69
2024-2025,260,"Bedford, TN",Bedford,Tennessee,12/28/2024,18.87
2024-2025,261,"McDowell, NC",McDowell,North Carolina,1/11/2025,3.64
2024-2025,262,"Cumberland (Fayetteville), NC - Sampson, NC","Cumberland, Sampson",North Carolina,2/1/2025,14.2
2024-2025,263,"Scott, TN",Scott,Tennessee,1/11/2025,1.59
2024-2025,264,"Pasquotank, NC - Dare, NC","Camden, Dare, Pasquotank, Perquimans",North Carolina,2/8/2025,11.54
2024-2025,267,"Alamance, NC",Alamance,North Carolina,2/8/2025,13.42
2024-2025,269,"Upson, GA - Lamar, GA","Lamar, Pike, Upson",Georgia,2/1/2025,9.7
2024-2025,27,"Boyle, KY - Lincoln, KY","Boyle, Casey, Garrard, Lincoln, Mercer",Kentucky,2/8/2025,12.55
2024-2025,271,"Grand Traverse, MI - Manistee, MI","Antrim, Benzie, Grand Traverse, Kalkaska, Leelanau, Manistee",Michigan,2/22/2025,9.02
2024-2025,272,"Jefferson (Louisville), KY - Bullitt, KY","Bullitt, Henry, Jefferson, Marion, Nelson, Oldham, Shelby, Spencer, Washington",Kentucky,2/8/2025,16.8
2024-2025,273,"Wabash, IL",Wabash,Illinois,2/22/2025,15.97
2024-2025,274,"Wayne (Detroit), MI - Oakland, MI","Macomb, Oakland, Wayne",Michigan,2/1/2025,8.52
2024-2025,275,"Marion (Indianapolis), IN - Johnson, IN","Hendricks, Johnson, Marion, Morgan, Putnam, Rush, Shelby",Indiana,2/8/2025,10.88
2024-2025,277,"Peoria (Peoria), IL - Tazewell, IL","Fulton, Marshall, Mason, Peoria, Tazewell",Illinois,2/8/2025,16.17
2024-2025,278,"Brown (Green Bay), WI - Oconto, WI","Brown, Door, Kewaunee, Oconto",Wisconsin,2/1/2025,8.85
2024-2025,279,"Champaign (Champaign), IL - Coles, IL","Champaign, Coles, Cumberland, Douglas, Ford",Illinois,2/8/2025,8.7
2024-2025,280,"Milwaukee (Milwaukee), WI - Waukesha, WI","Milwaukee, Ozaukee, Washington, Waukesha",Wisconsin,2/8/2025,9.01
2024-2025,282,"Marathon (Wausau), WI - Wood, WI","Clark, Lincoln, Marathon, Taylor, Wood",Wisconsin,2/8/2025,10.71
2024-2025,284,"Gogebic, MI - Ontonagon, MI","Gogebic, Ontonagon",Michigan,2/1/2025,7.33
2024-2025,285,"Ingham (Lansing), MI - Eaton, MI","Clinton, Eaton, Ingham, Shiawassee",Michigan,2/15/2025,7.19
2024-2025,286,"Ramsey (St. Paul), MN - Dakota, MN","Chisago, Dakota, Ramsey, Washington",Minnesota,1/18/2025,8.83
2024-2025,287,"Cook (Chicago), IL - DuPage, IL","Cook, DuPage, Lake, McHenry",Illinois,2/1/2025,7.43
2024-2025,289,"St. Louis (Duluth), MN - Itasca, MN","Carlton, Cook, Itasca, Koochiching, Lake, Pine, St. Louis",Minnesota,1/4/2025,6.9
2024-2025,29,"Warren, KY - Logan, KY","Allen, Butler, Edmonson, Logan, Simpson, Warren",Kentucky,2/1/2025,12.89
2024-2025,291,"Winnebago (Rockford), IL - Ogle, IL","Boone, Lee, Ogle, Winnebago",Illinois,2/1/2025,9.44
2024-2025,293,"Marquette, MI - Delta, MI","Alger, Delta, Luce, Marquette, Schoolcraft",Michigan,2/8/2025,10.15
2024-2025,294,"Chippewa, MI - Emmet, MI","Charlevoix, Cheboygan, Chippewa, Emmet, Mackinac",Michigan,2/22/2025,9.35
2024-2025,296,"Muskegon (Muskegon), MI - Newaygo, MI","Mason, Muskegon, Newaygo, Oceana",Michigan,2/22/2025,11.67
2024-2025,297,"St. Clair (Port Huron), MI - Sanilac, MI","Sanilac, St. Clair",Michigan,2/8/2025,10.38
2024-2025,298,"Eau Claire (Eau Claire), WI - Chippewa, WI","Buffalo, Chippewa, Dunn, Eau Claire, Pepin",Wisconsin,2/1/2025,13.64
2024-2025,299,"Madison (Alton), IL - Jersey, IL","Bond, Calhoun, Jersey, Madison",Illinois,2/8/2025,13.44
2024-2025,3,"Sussex, DE - Kent, DE","Kent, Sussex",Delaware,2/8/2025,12.54
2024-2025,30,"Alleghany Cnty & Clifton Forge Cty, VA - Covington City, VA","Alleghany Cnty and Clifton Forge Cty, Bath, Covington City",Virginia,2/15/2025,9.17
2024-2025,300,"Tippecanoe (Lafayette), IN - Clinton, IN","Benton, Carroll, Clinton, Tippecanoe, White",Indiana,2/8/2025,10.58
2024-2025,301,"Dane (Madison), WI - Sauk, WI","Columbia, Dane, Grant, Iowa, Marquette, Richland, Sauk",Wisconsin,2/1/2025,10.32
2024-2025,302,"Stephenson, IL - Jo Daviess, IL","Jo Daviess, Stephenson",Illinois,2/8/2025,14.7
2024-2025,303,"Will (Joliet), IL - Grundy, IL","Grundy, Will",Illinois,2/1/2025,10.06
2024-2025,304,"Allen (Fort Wayne), IN - Noble, IN","Allen, De Kalb, LaGrange, Noble, Steuben, Whitley",Indiana,2/8/2025,14.32
2024-2025,305,"Macon (Decatur), IL - Shelby, IL","Macon, Moultrie, Piatt, Shelby",Illinois,2/8/2025,10.81
2024-2025,306,"Winnebago (Oshkosh), WI - Fond du Lac, WI","Dodge, Fond du Lac, Green Lake, Waushara, Winnebago",Wisconsin,2/8/2025,9.53
2024-2025,307,"Rock Island (Moline), IL - Henry, IL","Henry, Mercer, Rock Island, Stark",Illinois,2/8/2025,7.28
2024-2025,308,"Lake (Gary), IN - Porter, IN","Jasper, Lake, Newton, Porter",Indiana,2/8/2025,8.85
2024-2025,309,"Kent (Grand Rapids), MI - Ionia, MI","Gratiot, Ionia, Kent, Mecosta, Montcalm",Michigan,2/15/2025,11.64
2024-2025,31,"Monongalia, WV - Marion, WV","Marion, Monongalia, Preston, Taylor",West Virginia,2/15/2025,12.2
2024-2025,310,"Crawford, IL - Lawrence, IL","Crawford, Lawrence",Illinois,2/8/2025,10.44
2024-2025,312,"St. Joseph (South Bend), IN - Marshall, IN","Fulton, Marshall, Pulaski, St. Joseph",Indiana,2/8/2025,14.18
2024-2025,313,"Bartholomew, IN - Jackson, IN","Bartholomew, Decatur, Jackson, Jennings",Indiana,2/8/2025,14.55
2024-2025,314,"Washburn, WI - Burnett, WI","Burnett, Washburn",Wisconsin,2/1/2025,6.32
2024-2025,315,"Dickinson, MI - Menominee, MI","Dickinson, Iron, Menominee",Michigan,2/8/2025,11.04
2024-2025,316,"Perry, IN",Perry,Indiana,2/22/2025,6.92
2024-2025,317,"Wexford, MI - Osceola, MI","Lake, Missaukee, Osceola, Wexford",Michigan,2/8/2025,9.69
2024-2025,318,"Sangamon (Springfield), IL - Christian, IL","Brown, Cass, Christian, Logan, McDonough, Menard, Sangamon, Schuyler",Illinois,2/8/2025,11.78
2024-2025,319,"Morgan, IL - Greene, IL","Greene, Morgan, Scott",Illinois,2/8/2025,9.41
2024-2025,32,"Hampden (Springfield), MA - Hampshire, MA","Hampden, Hampshire",Massachusetts,2/8/2025,13.19
2024-2025,320,"Ottawa (Holland), MI - Allegan, MI","Allegan, Ottawa",Michigan,2/22/2025,10.55
2024-2025,321,"Dearborn, IN - Jefferson (Madison), IN","Dearborn, Jefferson, Ohio, Ripley, Switzerland",Indiana,2/15/2025,17.12
2024-2025,322,"Saginaw (Saginaw), MI - Tuscola, MI","Huron, Saginaw, Tuscola",Michigan,2/8/2025,11.43
2024-2025,323,"Delaware (Muncie), IN - Randolph, IN","Blackford, Delaware, Randolph",Indiana,2/15/2025,18.75
2024-2025,324,"Knox, IL - Warren, IL","Knox, Warren",Illinois,1/4/2025,10.89
2024-2025,325,"St. Clair (Belleville), IL - Clinton, IL","Clinton, Monroe, Randolph, St. Clair",Illinois,2/8/2025,12.9
2024-2025,326,"Rock (Janesville), WI - Green, WI","Green, Lafayette, Rock",Wisconsin,2/1/2025,10.01
2024-2025,327,"Berrien (Benton Harbor), MI - Van Buren, MI","Berrien, Cass, Van Buren",Michigan,2/15/2025,14.48
2024-2025,328,"Genesee (Flint), MI - Lapeer, MI","Genesee, Lapeer",Michigan,2/8/2025,7.09
2024-2025,33,"Henrico (Richmond), VA - Chesterfield, VA","Amelia, Charles City, Charlotte, Chesterfield, Colonial Heights City, Cumberland, Essex, Goochland, Hanover, Henrico, King William, King and Queen, Lancaster, Middlesex, New Kent, Northumberland, Nottoway, Powhatan, Prince Edward, Richmond, Richmond City, Westmoreland",Virginia,2/8/2025,10.77
2024-2025,330,"Midland (Midland), MI - Isabella, MI","Clare, Gladwin, Isabella, Midland",Michigan,2/8/2025,11.38
2024-2025,331,"Williamson, IL - Jackson, IL","Franklin, Jackson, Perry, Williamson",Illinois,2/8/2025,16.58
2024-2025,332,"Huntington, IN - Adams, IN","Adams, Huntington, Jay, Wells",Indiana,2/15/2025,17.67
2024-2025,333,"Vermilion, IL - Edgar, IL","Edgar, Vermilion",Illinois,2/8/2025,10.69
2024-2025,334,"Macoupin, IL - Montgomery, IL","Macoupin, Montgomery",Illinois,2/8/2025,21.47
2024-2025,335,"Jefferson, IL - Wayne, IL","Jefferson, Wayne",Illinois,2/8/2025,16.47
2024-2025,336,"La Salle, IL - Livingston, IL","Bureau, La Salle, Livingston, Putnam",Illinois,2/8/2025,10.04
2024-2025,338,"McLean (Bloomington), IL - Woodford, IL","De Witt, McLean, Woodford",Illinois,2/8/2025,12.6
2024-2025,339,"Floyd (New Albany), IN - Harrison, IN","Crawford, Floyd, Harrison, Washington",Indiana,2/8/2025,14.59
2024-2025,341,"Monroe (Bloomington), IN - Greene, IN","Brown, Greene, Monroe, Owen",Indiana,2/8/2025,11.13
2024-2025,342,"Bay (Bay City), MI - Iosco, MI","Arenac, Bay, Iosco, Ogemaw, Oscoda",Michigan,2/15/2025,11.96
2024-2025,343,"Kankakee (Kankakee), IL - Iroquois, IL","Iroquois, Kankakee",Illinois,2/8/2025,11.45
2024-2025,344,"Outagamie (Appleton), WI - Waupaca, WI","Outagamie, Waupaca",Wisconsin,2/8/2025,10.29
2024-2025,348,"Kalamazoo (Kalamazoo), MI - St. Joseph, MI","Kalamazoo, St. Joseph",Michigan,2/15/2025,9.7
2024-2025,349,"Elkhart (Elkhart), IN - Kosciusko, IN","Elkhart, Kosciusko",Indiana,2/8/2025,14.21
2024-2025,35,"Cattaraugus, NY - Allegany, NY","Allegany, Cattaraugus",New York,2/22/2025,7.39
2024-2025,350,"Clayton, IA - Delaware, IA","Clayton, Delaware",Iowa,2/8/2025,16.49
2024-2025,351,"Richland, IL - Clay, IL","Clay, Edwards, Jasper, Richland",Illinois,2/15/2025,15.55
2024-2025,353,"Adams, IL - Pike, IL","Adams, Pike",Illinois,2/1/2025,12.31
2024-2025,355,"Sheboygan (Sheboygan), WI - Manitowoc, WI","Calumet, Manitowoc, Sheboygan",Wisconsin,2/8/2025,10.2
2024-2025,357,"Ashland, WI - Sawyer, WI","Ashland, Bayfield, Price, Sawyer",Wisconsin,2/8/2025,12.15
2024-2025,358,"Marion, IL - Washington, IL","Marion, Washington",Illinois,2/15/2025,15.67
2024-2025,359,"Houghton, MI - Baraga, MI","Baraga, Houghton, Keweenaw",Michigan,2/15/2025,1.77
2024-2025,36,"Bergen, NJ - Hudson (Jersey City), NJ","Bergen, Hudson, Passaic",New Jersey,2/1/2025,9.23
2024-2025,361,"Whiteside, IL - Carroll, IL","Carroll, Whiteside",Illinois,2/8/2025,9.43
2024-2025,362,"Hancock, IN - Henry (New Castle), IN","Hancock, Henry",Indiana,2/15/2025,15.13
2024-2025,363,"Effingham, IL - Fayette, IL","Effingham, Fayette",Illinois,2/15/2025,12.16
2024-2025,364,"Howard (Kokomo), IN - Cass, IN","Cass, Howard, Tipton",Indiana,2/8/2025,11.32
2024-2025,365,"Clark (Jeffersonville), IN - Scott, IN","Clark, Scott",Indiana,4/26/2025,0
2024-2025,367,"Hancock, IL",Hancock,Illinois,2/15/2025,10.1
2024-2025,37,"Pulaski, KY - Wayne, KY","McCreary, Pulaski, Wayne",Kentucky,12/28/2024,13.37
2024-2025,370,"Goodhue, MN",Goodhue,Minnesota,1/25/2025,7.43
2024-2025,373,"Kane (Aurora), IL - DeKalb, IL","DeKalb, Kane, Kendall",Illinois,2/1/2025,10.82
2024-2025,374,"Barron, WI - Rusk, WI","Barron, Rusk",Wisconsin,2/8/2025,15.08
2024-2025,375,"Jackson (Jackson), MI - Lenawee, MI","Branch, Hillsdale, Jackson, Lenawee",Michigan,2/8/2025,9.83
2024-2025,378,"La Porte, IN - Starke, IN","La Porte, Starke",Indiana,2/8/2025,10.15
2024-2025,379,"Shawano, WI - Langlade, WI","Langlade, Menominee, Shawano",Wisconsin,2/8/2025,10.32
2024-2025,38,"Kennebec, ME - Somerset, ME","Kennebec, Somerset, Waldo",Maine,2/22/2025,9.7
2024-2025,381,"Calhoun (Battle Creek), MI - Barry, MI","Barry, Calhoun",Michigan,2/15/2025,10.83
2024-2025,382,"Racine (Racine), WI - Kenosha, WI","Kenosha, Racine",Wisconsin,2/1/2025,9.36
2024-2025,383,"White, IL - Hamilton, IL","Hamilton, White",Illinois,2/15/2025,26.98
2024-2025,384,"Saline, IL - Gallatin, IL","Gallatin, Hardin, Pope, Saline",Illinois,2/8/2025,21.43
2024-2025,385,"Wayne, IN - Fayette, IN","Fayette, Union, Wayne",Indiana,2/15/2025,6.97
2024-2025,387,"Walworth, WI - Jefferson, WI","Jefferson, Walworth",Wisconsin,2/8/2025,12.98
2024-2025,389,"Grant, IN - Miami, IN","Grant, Miami, Wabash",Indiana,2/8/2025,15.3
2024-2025,39,"Tazewell, VA - Buchanan, VA","Bland, Buchanan, Tazewell",Virginia,3/8/2025,6.8
2024-2025,390,"Hamilton, IN - Madison (Anderson), IN","Hamilton, Madison",Indiana,2/8/2025,17.66
2024-2025,391,"Juneau, WI - Adams, WI","Adams, Juneau",Wisconsin,2/8/2025,8.85
2024-2025,392,"Roscommon, MI - Otsego, MI","Crawford, Otsego, Roscommon",Michigan,2/15/2025,9.68
2024-2025,394,"Dubois, IN",Dubois,Indiana,2/15/2025,8.39
2024-2025,395,"Winneshiek, IA",Winneshiek,Iowa,2/1/2025,15.89
2024-2025,396,"Rice, MN",Rice,Minnesota,1/25/2025,21.24
2024-2025,399,"Jackson, WI",Jackson,Wisconsin,2/8/2025,12.56
2024-2025,4,"Hartford (Hartford), CT - Tolland, CT","Hartford, Tolland, Windham",Connecticut,2/8/2025,9.84
2024-2025,40,"Henderson (Henderson), KY - Union, KY","Henderson, Union",Kentucky,2/15/2025,10.42
2024-2025,400,"Portage, WI",Portage,Wisconsin,2/8/2025,9.55
2024-2025,401,"Boone, IN",Boone,Indiana,2/15/2025,18.07
2024-2025,402,"Montgomery, IN",Montgomery,Indiana,2/15/2025,15.4
2024-2025,403,"Orleans (New Orleans), LA - Jefferson, LA","Jefferson, Orleans, Plaquemines, St. Bernard, St. Charles, St. James, St. John the Baptist",Louisiana,12/28/2024,10.01
2024-2025,405,"Potter (Amarillo), TX - Randall, TX","Armstrong, Briscoe, Carson, Dallam, Donley, Hansford, Hartley, Hutchinson, Moore, Ochiltree, Oldham, Potter, Randall, Sherman, Swisher",Texas,2/8/2025,13.85
2024-2025,406,"Lubbock (Lubbock), TX - Hockley, TX","Bailey, Borden, Cochran, Crosby, Dawson, Dickens, Garza, Hockley, King, Lamb, Lubbock, Lynn, Motley",Texas,2/1/2025,11.15
2024-2025,408,"Harris (Houston), TX - Fort Bend, TX","Austin, Chambers, Fort Bend, Harris, Liberty, Montgomery, San Jacinto, Waller",Texas,2/1/2025,5.84
2024-2025,409,"Forrest, MS - Lamar, MS","Covington, Forrest, Greene, Lamar, Perry",Mississippi,2/1/2025,9.59
2024-2025,41,"Westchester (Yonkers), NY - Dutchess, NY","Dutchess, Putnam, Ulster, Westchester",New York,2/1/2025,9.4
2024-2025,410,"Bexar (San Antonio), TX - Guadalupe, TX","Atascosa, Bandera, Bexar, Frio, Gonzales, Guadalupe, Kendall, La Salle, McMullen, Medina, Wilson, Zavala",Texas,2/1/2025,11.68
2024-2025,411,"Hinds (Jackson), MS - Rankin, MS","Attala, Hinds, Holmes, Leake, Madison, Rankin, Scott, Simpson",Mississippi,2/1/2025,8.55
2024-2025,413,"Jefferson (Beaumont), TX - Orange, TX","Hardin, Jasper, Jefferson, Newton, Orange, Tyler",Texas,12/28/2024,9.06
2024-2025,414,"Tulsa (Tulsa), OK - Rogers, OK","Craig, Creek, Mayes, Ottawa, Rogers, Tulsa",Oklahoma,2/1/2025,14.85
2024-2025,415,"El Paso (El Paso), TX - Hudspeth, TX","Culberson, El Paso, Hudspeth, Loving",Texas,1/11/2025,7.3
2024-2025,416,"Caddo (Shreveport), LA - Bossier, LA","Bossier, Caddo, De Soto, Natchitoches, Red River, Sabine, Webster",Louisiana,12/21/2024,12.26
2024-2025,417,"Oklahoma (Oklahoma City), OK - Canadian, OK","Canadian, Lincoln, Logan, Oklahoma, Pottawatomie",Oklahoma,2/1/2025,13.39
2024-2025,418,"Lee, MS - Monroe, MS","Chickasaw, Itawamba, Lee, Monroe, Prentiss",Mississippi,2/1/2025,13.54
2024-2025,419,"East Baton Rouge (Baton Rouge), LA - Livingston, LA","Ascension, East Baton Rouge, East Feliciana, Iberville, Livingston, Pointe Coupee, West Baton Rouge, West Feliciana",Louisiana,12/21/2024,5.18
2024-2025,420,"Wichita (Wichita Falls), TX - Montague, TX","Archer, Baylor, Clay, Knox, Montague, Throckmorton, Wichita, Young",Texas,2/8/2025,13.35
2024-2025,422,"Coahoma, MS - Tallahatchie, MS","Coahoma, Quitman, Tallahatchie",Mississippi,2/1/2025,10.91
2024-2025,423,"Tangipahoa, LA - St. Helena, LA","St. Helena, Tangipahoa",Louisiana,12/28/2024,10
2024-2025,424,"Lafayette (Lafayette), LA - Iberia, LA","Acadia, Iberia, Lafayette, St. Martin, Vermilion",Louisiana,12/28/2024,8.97
2024-2025,425,"Travis (Austin), TX - Williamson, TX","Bastrop, Burnet, Lee, Llano, Travis, Williamson",Texas,2/1/2025,10.81
2024-2025,426,"Tom Green (San Angelo), TX - Runnels, TX","Coke, Concho, Crockett, Irion, McCulloch, Menard, Reagan, Runnels, Schleicher, Sterling, Sutton, Tom Green",Texas,2/1/2025,20.51
2024-2025,427,"Hidalgo (Mcallen), TX - Starr, TX","Hidalgo, Starr",Texas,12/28/2024,9.83
2024-2025,428,"Taylor (Abilene), TX - Jones, TX","Callahan, Eastland, Haskell, Jones, Kent, Shackelford, Stephens, Stonewall, Taylor",Texas,2/1/2025,13.67
2024-2025,429,"Garfield (Enid), OK - Kingfisher, OK","Alfalfa, Blaine, Garfield, Grant, Kingfisher, Major, Woods",Oklahoma,12/28/2024,9.49
2024-2025,430,"Cleveland (Norman), OK - McClain, OK","Cleveland, Garvin, McClain, Murray",Oklahoma,2/1/2025,16.1
2024-2025,433,"Victoria (Victoria), TX - Calhoun, TX","Calhoun, DeWitt, Goliad, Jackson, Lavaca, Refugio, Victoria",Texas,2/1/2025,11.41
2024-2025,434,"Tarrant (Fort Worth), TX - Johnson, TX","Hood, Johnson, Parker, Somervell, Tarrant",Texas,2/1/2025,21.24
2024-2025,435,"Concordia, LA - Tensas, LA","Concordia, Tensas",Louisiana,1/25/2025,10.82
2024-2025,437,"Nueces (Corpus Christi), TX - San Patricio, TX","Aransas, Brooks, Duval, Jim Wells, Kenedy, Kleberg, Live Oak, Nueces, San Patricio",Texas,12/28/2024,6.97
