season,hsa_nci_id,hsa,hsa_counties,geography,peak_date,peak_size
2024-2025,470,"Calcasieu (Lake Charles), LA - Vernon, LA","Beauregard, Calcasieu, Cameron, Jefferson Davis, Vernon",Louisiana,2/1/2025,7.05
2024-2025,471,"Jackson (Pascagoula), MS - George, MS","George, Jackson",Mississippi,2/1/2025,11.7
2024-2025,474,"Carter, OK - Marshall, OK","Carter, Johnston, Love, Marshall",Oklahoma,2/1/2025,20.21
2024-2025,475,"Custer, OK - Washita, OK","Custer, Washita",Oklahoma,2/1/2025,17.11
2024-2025,477,"Pike, MS - Marion, MS","Amite, Marion, Pike, Walthall",Mississippi,12/28/2024,10.47
2024-2025,478,"Pontotoc, OK - Seminole, OK","Coal, Hughes, Pontotoc, Seminole",Oklahoma,2/1/2025,14.36
2024-2025,479,"Palo Pinto, TX - Jack, TX","Jack, Palo Pinto",Texas,2/1/2025,14.2
2024-2025,48,"Frederick, MD",Frederick,Maryland,2/8/2025,8.12
2024-2025,481,"Hale, TX - Castro, TX","Castro, Floyd, Hale",Texas,2/8/2025,19.54
2024-2025,482,"Pontotoc, MS - Union, MS","Pontotoc, Tippah, Union",Mississippi,2/1/2025,17.27
2024-2025,484,"Oktibbeha, MS - Winston, MS","Choctaw, Oktibbeha, Webster, Winston",Mississippi,2/8/2025,11.8
2024-2025,485,"Harrison (Marshall), TX - Cass, TX","Cass, Harrison, Marion",Texas,2/1/2025,16.08
2024-2025,487,"Bolivar, MS - Leflore, MS","Bolivar, Humphreys, Leflore, Sunflower",Mississippi,2/1/2025,6.68
2024-2025,488,"Washington, MS - Sharkey, MS","Issaquena, Sharkey, Washington",Mississippi,2/1/2025,17.86
2024-2025,489,"Navarro, TX - Freestone, TX","Freestone, Navarro",Texas,2/1/2025,19.07
2024-2025,49,"Chittenden (Burlington), VT - Franklin, VT","Addison, Chittenden, Franklin, Grand Isle",Vermont,2/8/2025,12.78
2024-2025,490,"Fayette, TX - Colorado, TX","Colorado, Fayette",Texas,2/1/2025,12.06
2024-2025,491,"Deaf Smith, TX - Parmer, TX","Deaf Smith, Parmer",Texas,2/8/2025,25.41
2024-2025,492,"Midland (Midland), TX - Pecos, TX","Martin, Midland, Pecos, Terrell, Upton",Texas,2/1/2025,22.84
2024-2025,495,"Denton (Denton), TX - Wise, TX","Cooke, Denton, Wise",Texas,2/1/2025,12.77
2024-2025,498,"Alcorn, MS - Tishomingo, MS","Alcorn, Tishomingo",Mississippi,2/8/2025,11.91
2024-2025,5,"Newport News City, VA - Hampton City, VA","Gloucester, Hampton City, James City, Mathews, Newport News City, Poquoson City, Williamsburg City, York",Virginia,2/1/2025,7.04
2024-2025,50,"Randolph, WV - Barbour, WV","Barbour, Pocahontas, Randolph, Tucker",West Virginia,2/22/2025,14.43
2024-2025,500,"St. Tammany (Slidell), LA - Washington, LA","St. Tammany, Washington",Louisiana,12/28/2024,8.85
2024-2025,501,"Leon, TX - Madison, TX","Leon, Madison",Texas,2/1/2025,12.97
2024-2025,502,"Grenada, MS - Montgomery, MS","Carroll, Grenada, Montgomery",Mississippi,2/1/2025,20.25
2024-2025,503,"Nolan, TX - Mitchell, TX","Fisher, Mitchell, Nolan",Texas,2/8/2025,15.79
2024-2025,504,"Jefferson Davis, MS - Lawrence, MS","Jefferson Davis, Lawrence",Mississippi,1/11/2025,11.22
2024-2025,505,"Brazoria (Lake Jackson), TX - Wharton, TX","Brazoria, Matagorda, Wharton",Texas,1/11/2025,4.63
2024-2025,506,"Kerr, TX - Gillespie, TX","Blanco, Edwards, Gillespie, Kerr, Kimble, Mason, Real",Texas,2/1/2025,11.84
2024-2025,507,"Erath, TX - Comanche, TX","Comanche, Erath",Texas,2/1/2025,28.57
2024-2025,508,"Lea, NM",Lea,New Mexico,1/25/2025,13.95
2024-2025,509,"Anderson, TX - Cherokee, TX","Anderson, Cherokee, Houston",Texas,2/1/2025,17.14
2024-2025,51,"Laurel, KY - Whitley, KY","Clay, Knox, Laurel, Whitley",Kentucky,2/8/2025,8.5
2024-2025,510,"Hays (San Marcos), TX - Caldwell, TX","Caldwell, Hays",Texas,2/1/2025,11.46
2024-2025,511,"Lincoln, MS - Copiah, MS","Copiah, Lincoln",Mississippi,12/21/2024,16.92
2024-2025,512,"Childress, TX - Hall, TX","Childress, Cottle, Hall",Texas,2/8/2025,13.04
2024-2025,513,"Bee, TX - Karnes, TX","Bee, Karnes",Texas,2/1/2025,13.96
2024-2025,516,"Maverick, TX - Val Verde, TX","Kinney, Maverick, Val Verde",Texas,2/1/2025,10.93
2024-2025,517,"Comal, TX",Comal,Texas,2/1/2025,14.3
2024-2025,518,"Howard, TX - Glasscock, TX","Glasscock, Howard",Texas,1/11/2025,0
2024-2025,520,"Cameron (Brownsville), TX - Willacy, TX","Cameron, Willacy",Texas,12/28/2024,8.61
2024-2025,523,"Claiborne, LA",Claiborne,Louisiana,12/21/2024,25.93
2024-2025,525,"Wilkinson, MS",Wilkinson,Mississippi,11/30/2024,17.91
2024-2025,526,"Brewster, TX - Presidio, TX","Brewster, Jeff Davis, Presidio",Texas,2/8/2025,9.3
2024-2025,528,"St. Mary, LA",St. Mary,Louisiana,1/4/2025,4.35
2024-2025,53,"Barren, KY - Hart, KY","Barren, Hart, Metcalfe, Monroe",Kentucky,2/8/2025,13.9
2024-2025,530,"Winn, LA",Winn,Louisiana,2/15/2025,7.69
2024-2025,531,"Dimmit, TX",Dimmit,Texas,2/1/2025,23.53
2024-2025,532,"Galveston, TX",Galveston,Texas,12/28/2024,7.34
2024-2025,533,"Yazoo, MS",Yazoo,Mississippi,12/21/2024,16.91
2024-2025,536,"Uvalde, TX",Uvalde,Texas,1/4/2025,12.22
2024-2025,538,"Webb (Laredo), TX - Zapata, TX","Jim Hogg, Webb, Zapata",Texas,2/1/2025,12.84
2024-2025,54,"Erie (Buffalo), NY - Monroe, NY","Erie, Genesee, Livingston, Monroe, Niagara, Orleans, Wyoming",New York,2/15/2025,6.71
2024-2025,540,"Hennepin (Minneapolis), MN - Anoka, MN","Anoka, Carver, Hennepin, Le Sueur, McLeod, Scott, Sherburne, Sibley, Wright",Minnesota,1/18/2025,9.25
2024-2025,542,"Douglas (Omaha), NE - Sarpy, NE","Burt, Cass, Colfax, Cuming, Dodge, Douglas, Sarpy, Saunders, Washington",Nebraska,2/8/2025,4.71
2024-2025,545,"Linn (Cedar Rapids), IA - Johnson, IA","Benton, Cedar, Iowa, Johnson, Jones, Linn, Louisa, Washington",Iowa,2/15/2025,7.46
2024-2025,546,"Polk (Des Moines), IA - Dallas, IA","Adair, Clarke, Dallas, Decatur, Jasper, Madison, Marion, Polk, Ringgold, Union, Warren",Iowa,2/1/2025,9.1
2024-2025,547,"Clay, MN - Becker, MN","Becker, Clay, Mahnomen, Norman, Wilkin",Minnesota,2/1/2025,11.24
2024-2025,55,"Wise, VA - Lee, VA","Dickenson, Lee, Norton City, Wise",Virginia,2/15/2025,12.4
2024-2025,551,"Ford, KS - Gray, KS","Clark, Ford, Gray, Hodgeman, Meade",Kansas,2/1/2025,26.4
2024-2025,552,"Howard, IA",Howard,Iowa,2/15/2025,13.56
2024-2025,554,"Shawnee (Topeka), KS - Riley, KS","Brown, Jackson, Jefferson, Nemaha, Osage, Pottawatomie, Riley, Shawnee, Wabaunsee",Kansas,2/15/2025,9.21
2024-2025,555,"Hall, NE - Hamilton, NE","Greeley, Hall, Hamilton, Howard, Merrick",Nebraska,2/15/2025,7.71
2024-2025,556,"Cerro Gordo, IA - Kossuth, IA","Cerro Gordo, Franklin, Hancock, Kossuth, Winnebago, Worth",Iowa,2/8/2025,11.01
2024-2025,557,"Black Hawk (Waterloo), IA - Bremer, IA","Black Hawk, Bremer, Buchanan, Butler, Fayette, Grundy",Iowa,2/15/2025,7.7
2024-2025,56,"Onondaga (Syracuse), NY - Oswego, NY","Cayuga, Onondaga, Oswego",New York,2/8/2025,4.66
2024-2025,560,"Woodbury (Sioux City), IA - Plymouth, IA","Buena Vista, Cherokee, Ida, Monona, Plymouth, Woodbury",Iowa,2/1/2025,16.14
2024-2025,561,"Lancaster (Lincoln), NE - Gage, NE","Butler, Gage, Jefferson, Lancaster, Saline, Seward",Nebraska,2/8/2025,6.94
2024-2025,563,"Union, IL - Alexander, IL","Alexander, Pulaski, Union",Illinois,2/8/2025,17.39
2024-2025,564,"Adams, NE - Clay, NE","Adams, Clay, Nuckolls, Webster",Nebraska,2/1/2025,5.79
2024-2025,565,"Ellis, KS - Rooks, KS","Ellis, Gove, Graham, Logan, Rooks, Trego",Kansas,2/15/2025,13.64
2024-2025,567,"Lyon, KS - Coffey, KS","Chase, Coffey, Greenwood, Lyon",Kansas,2/8/2025,6
2024-2025,569,"Saline, KS - Ellsworth, KS","Ellsworth, Lincoln, Ottawa, Saline",Kansas,2/15/2025,4.17
2024-2025,570,"Buffalo, NE - Dawson, NE","Buffalo, Dawson, Franklin, Frontier, Gosper, Kearney, Sherman",Nebraska,2/8/2025,4.66
2024-2025,573,"Blue Earth, MN - Nicollet, MN","Blue Earth, Nicollet, Waseca, Watonwan",Minnesota,1/25/2025,9.38
2024-2025,575,"Finney, KS - Scott, KS","Finney, Hamilton, Haskell, Kearny, Lane, Scott",Kansas,2/8/2025,19.49
2024-2025,576,"Sedgwick (Wichita), KS - Butler, KS","Butler, Cowley, Harvey, Marion, Sedgwick, Sumner",Kansas,2/8/2025,7.82
2024-2025,577,"Madison, NE - Wayne, NE","Antelope, Madison, Pierce, Stanton, Wayne",Nebraska,1/25/2025,6.07
2024-2025,58,"Otsego, NY - Chenango, NY","Chenango, Delaware, Otsego, Schoharie",New York,2/8/2025,6.62
2024-2025,583,"Barton, KS - Pawnee, KS","Barton, Edwards, Pawnee, Rush",Kansas,2/8/2025,13.9
2024-2025,585,"Webster, IA - Humboldt, IA","Humboldt, Pocahontas, Webster",Iowa,2/1/2025,12.28
2024-2025,587,"Seward, KS - Morton, KS","Morton, Seward",Kansas,2/15/2025,21.64
2024-2025,588,"Stearns (St. Cloud), MN - Benton, MN","Benton, Meeker, Morrison, Stearns, Todd",Minnesota,1/18/2025,16.58
2024-2025,589,"Wapello, IA - Mahaska, IA","Jefferson, Keokuk, Mahaska, Monroe, Van Buren, Wapello",Iowa,2/15/2025,10.73
2024-2025,59,"Oneida (Utica), NY - Madison, NY","Herkimer, Madison, Oneida",New York,2/8/2025,5.83
2024-2025,592,"Kandiyohi, MN - Chippewa, MN","Chippewa, Kandiyohi, Lac qui Parle, Swift, Yellow Medicine",Minnesota,1/25/2025,16.57
2024-2025,593,"Lincoln, NE - Keith, NE","Arthur, Hooker, Keith, Lincoln, McPherson, Perkins",Nebraska,2/8/2025,11.14
2024-2025,596,"Pottawattamie (Council Bluffs), IA - Harrison, IA","Audubon, Cass, Harrison, Mills, Pottawattamie, Shelby",Iowa,2/22/2025,6.34
2024-2025,598,"Reno, KS - Rice, KS","Reno, Rice, Stafford",Kansas,2/15/2025,10.83
2024-2025,60,"Raleigh, WV - Fayette, WV","Fayette, Raleigh, Summers, Wyoming",West Virginia,2/15/2025,12.9
2024-2025,601,"Labette, KS - Neosho, KS","Allen, Labette, Neosho, Woodson",Kansas,2/8/2025,17.9
2024-2025,602,"Brown, MN - Renville, MN","Brown, Redwood, Renville",Minnesota,1/25/2025,13.94
2024-2025,603,"Isanti (Cambridge), MN - Mille Lacs, MN","Isanti, Kanabec, Mille Lacs",Minnesota,1/18/2025,18.58
2024-2025,606,"Story, IA - Boone, IA","Boone, Hamilton, Hardin, Story, Wright",Iowa,2/1/2025,10.02
2024-2025,608,"Douglas, MN - Pope, MN","Douglas, Pope, Stevens",Minnesota,1/18/2025,8.99
2024-2025,609,"Lyon, MN - Lincoln, MN","Lincoln, Lyon",Minnesota,1/4/2025,9.18
2024-2025,61,"District of Columbia, DC",District of Columbia,District of Columbia,2/8/2025,8.39
2024-2025,612,"Crow Wing, MN - Cass, MN","Aitkin, Cass, Crow Wing, Hubbard, Wadena",Minnesota,1/25/2025,10.54
2024-2025,618,"Pratt, KS - Kiowa, KS","Comanche, Kiowa, Pratt",Kansas,2/1/2025,10.62
2024-2025,62,"Madison, KY - Rockcastle, KY","Estill, Jackson, Madison, Rockcastle",Kentucky,2/8/2025,17.99
2024-2025,621,"Wyandotte (Kansas City), KS - Leavenworth, KS","Leavenworth, Wyandotte",Kansas,2/8/2025,5.92
2024-2025,624,"Johnson (Overland Park), KS - Douglas, KS","Anderson, Douglas, Franklin, Johnson, Miami",Kansas,2/8/2025,9.94
2024-2025,625,"Clay, IA - Dickinson, IA","Clay, Dickinson, Palo Alto",Iowa,2/8/2025,15.98
2024-2025,626,"Emmet, IA",Emmet,Iowa,2/22/2025,14.04
2024-2025,628,"Richardson, NE - Pawnee, NE","Pawnee, Richardson",Nebraska,2/8/2025,5.88
2024-2025,63,"Rockingham, VA - Harrisonburg City, VA","Harrisonburg City, Page, Rockingham",Virginia,2/8/2025,13.08
2024-2025,630,"Crawford, KS - Bourbon, KS","Bourbon, Crawford, Linn",Kansas,2/8/2025,13.9
2024-2025,631,"Roseau, MN - Lake of the Woods, MN","Lake of the Woods, Roseau",Minnesota,1/18/2025,12.34
2024-2025,633,"Carroll, IA - Sac, IA","Calhoun, Carroll, Sac",Iowa,2/8/2025,9.47
2024-2025,634,"Floyd, IA - Chickasaw, IA","Chickasaw, Floyd",Iowa,2/8/2025,5.08
2024-2025,637,"Phillips, KS - Norton, KS","Norton, Phillips, Smith",Kansas,2/15/2025,10.17
2024-2025,64,"Atlantic (Atlantic City), NJ - Cape May, NJ","Atlantic, Cape May",New Jersey,2/8/2025,12.33
2024-2025,641,"Scott (Davenport), IA - Muscatine, IA","Muscatine, Scott",Iowa,2/8/2025,8.91
2024-2025,644,"Page, IA - Fremont, IA","Fremont, Page, Taylor",Iowa,2/1/2025,7.87
2024-2025,646,"Freeborn, MN - Faribault, MN","Faribault, Freeborn",Minnesota,2/1/2025,10.77
2024-2025,647,"Montgomery, IA - Adams, IA","Adams, Montgomery",Iowa,2/15/2025,12.06
2024-2025,649,"Appanoose, IA - Davis, IA","Appanoose, Davis",Iowa,2/15/2025,9.84
2024-2025,65,"Steuben, NY - Chemung (Elmira), NY","Chemung, Schuyler, Steuben",New York,2/8/2025,4.15
2024-2025,650,"Geary, KS - Dickinson, KS","Dickinson, Geary, Morris",Kansas,2/15/2025,15.87
2024-2025,651,"Platte, NE - Boone, NE","Boone, Nance, Platte",Nebraska,1/25/2025,6.3
2024-2025,66,"Essex (Newark), NJ - Middlesex, NJ","Essex, Middlesex, Somerset, Union",New Jersey,2/1/2025,10.71
2024-2025,67,"Rowan, KY - Morgan, KY","Elliott, Menifee, Morgan, Rowan",Kentucky,3/1/2025,6.9
2024-2025,671,"Atchison, KS",Atchison,Kansas,2/8/2025,21.03
2024-2025,672,"Sioux, IA",Sioux,Iowa,2/1/2025,11.54
2024-2025,674,"McPherson, KS",McPherson,Kansas,2/8/2025,12.84
2024-2025,679,"Marshall, IA - Tama, IA","Marshall, Tama",Iowa,2/15/2025,10.73
2024-2025,68,"Bristol (New Bedford), MA",Bristol,Massachusetts,2/8/2025,10.63
2024-2025,686,"Poweshiek, IA",Poweshiek,Iowa,2/15/2025,14.74
2024-2025,688,"Denver (Denver), CO - Jefferson, CO","Adams, Arapahoe, Clear Creek, Denver, Douglas, Elbert, Gilpin, Grand, Jefferson, Park, Summit",Colorado,1/4/2025,5.18
2024-2025,689,"Multnomah (Portland), OR - Washington, OR","Clackamas, Clatsop, Columbia, Multnomah, Washington",Oregon,12/28/2024,9.71
2024-2025,69,"Fairfax, VA - Arlington, VA","Alexandria City, Arlington, Fairfax, Fairfax City, Falls Church City, Loudoun",Virginia,2/8/2025,12.03
2024-2025,691,"Yellowstone (Billings), MT - Big Horn, MT","Big Horn, Carbon, Golden Valley, Musselshell, Rosebud, Stillwater, Treasure, Yellowstone",Montana,2/8/2025,8.11
2024-2025,692,"Cascade (Great Falls), MT - Glacier, MT","Cascade, Chouteau, Glacier, Judith Basin, Pondera, Teton, Toole",Montana,3/1/2025,7.39
2024-2025,693,"Bernalillo (Albuquerque), NM - Sandoval, NM","Bernalillo, Cibola, Sandoval, Socorro, Torrance, Valencia",New Mexico,1/4/2025,6.9
2024-2025,694,"Nez Perce, ID - Idaho, ID","Clearwater, Idaho, Lewis, Nez Perce",Idaho,12/28/2024,4.38
2024-2025,695,"Twin Falls, ID - Jerome, ID","Gooding, Jerome, Lincoln, Twin Falls",Idaho,1/4/2025,6.38
2024-2025,696,"Bannock, ID - Bingham, ID","Bannock, Bingham, Caribou, Oneida, Power",Idaho,12/21/2024,6.08
2024-2025,7,"Kanawha (Charleston), WV - Putnam, WV","Boone, Clay, Kanawha, Nicholas, Putnam, Webster",West Virginia,2/22/2025,7.42
2024-2025,70,"Montgomery, VA - Pulaski, VA","Giles, Montgomery, Pulaski, Radford City, Wythe",Virginia,2/15/2025,9.87
2024-2025,703,"Utah (Provo), UT - Sanpete, UT","Juab, Millard, Sanpete, Sevier, Utah, Wayne",Utah,12/28/2024,9.76
2024-2025,704,"Pueblo (Pueblo), CO - Las Animas, CO","Huerfano, Las Animas, Pueblo",Colorado,2/8/2025,3.61
2024-2025,705,"Marion (Salem), OR - Yamhill, OR","Marion, Polk, Yamhill",Oregon,12/28/2024,12.73
2024-2025,707,"Clark (Las Vegas), NV - Nye, NV","Clark, Esmeralda, Lincoln, Nye",Nevada,12/28/2024,4.86
2024-2025,708,"Salt Lake (Salt Lake City), UT - Tooele, UT","Duchesne, Salt Lake, Summit, Tooele, Uintah, Wasatch",Utah,12/28/2024,8.35
2024-2025,71,"Halifax with South Boston City, VA - Mecklenburg, VA","Halifax with South Boston City, Lunenburg, Mecklenburg",Virginia,2/8/2025,16.98
2024-2025,711,"Mesa, CO - Garfield, CO","Eagle, Garfield, Mesa, Pitkin, Rio Blanco",Colorado,1/4/2025,5.43
2024-2025,712,"Hill, MT - Blaine, MT","Blaine, Hill, Liberty, Phillips",Montana,3/1/2025,11.29
2024-2025,713,"Missoula, MT - Ravalli, MT","Granite, Lake, Mineral, Missoula, Ravalli, Sanders",Montana,2/22/2025,7.47
2024-2025,716,"Ada (Boise City), ID - Canyon, ID","Ada, Boise, Canyon, Elmore, Gem, Owyhee, Valley",Idaho,12/28/2024,7.73
2024-2025,717,"Umatilla, OR - Morrow, OR","Morrow, Umatilla",Oregon,12/28/2024,12.96
2024-2025,719,"Deschutes, OR - Crook, OR","Crook, Deschutes, Harney, Jefferson, Wheeler",Oregon,12/28/2024,7.43
2024-2025,72,"Washington (Hagerstown), MD",Washington,Maryland,2/8/2025,8.95
2024-2025,720,"Elko, NV - Lander, NV","Elko, Eureka, Lander",Nevada,12/21/2024,6.59
2024-2025,721,"Lewis and Clark, MT - Jefferson, MT","Broadwater, Jefferson, Lewis and Clark",Montana,2/15/2025,8.89
2024-2025,722,"Bonneville, ID - Madison, ID","Bonneville, Butte, Clark, Custer, Fremont, Jefferson, Madison, Teton",Idaho,12/28/2024,6.4
2024-2025,724,"Santa Fe (Santa Fe), NM - Rio Arriba, NM","Los Alamos, Rio Arriba, Santa Fe, Taos",New Mexico,1/4/2025,9.21
2024-2025,725,"Curry, NM - Roosevelt, NM","Curry, De Baca, Quay, Roosevelt",New Mexico,2/8/2025,9.95
2024-2025,726,"Natrona (Casper), WY - Converse, WY","Converse, Natrona",Wyoming,1/18/2025,6.89
2024-2025,727,"Linn, OR - Benton, OR","Benton, Linn",Oregon,12/28/2024,6.5
2024-2025,728,"Flathead, MT - Lincoln, MT","Flathead, Lincoln",Montana,2/22/2025,9.22
2024-2025,729,"Payette, ID - Washington, ID","Adams, Payette, Washington",Idaho,1/18/2025,5.94
2024-2025,73,"Alleghany, NC",Alleghany,North Carolina,2/1/2025,16.67
2024-2025,730,"Cassia, ID - Minidoka, ID","Cassia, Minidoka",Idaho,2/22/2025,14.05
2024-2025,732,"Dona Ana (Las Cruces), NM - Luna, NM","Dona Ana, Luna, Sierra",New Mexico,1/4/2025,7.11
2024-2025,734,"Kootenai, ID - Bonner, ID","Benewah, Bonner, Boundary, Kootenai, Shoshone",Idaho,2/8/2025,6.47
2024-2025,74,"Essex (Lynn), MA",Essex,Massachusetts,2/8/2025,11.22
2024-2025,741,"Cheyenne, NE - Kimball, NE","Cheyenne, Deuel, Kimball",Nebraska,2/1/2025,7.22
2024-2025,742,"Silver Bow, MT - Deer Lodge, MT","Beaverhead, Deer Lodge, Silver Bow",Montana,2/15/2025,7.03
2024-2025,743,"Klamath, OR - Lake, OR","Klamath, Lake",Oregon,12/14/2024,12.9
2024-2025,744,"Davis, UT - Weber (Ogden), UT","Box Elder, Davis, Morgan, Rich, Weber",Utah,2/1/2025,6.05
2024-2025,748,"Wasco, OR - Hood River, OR","Gilliam, Hood River, Sherman, Wasco",Oregon,12/28/2024,15.8
2024-2025,749,"Park, WY - Big Horn, WY","Big Horn, Park",Wyoming,2/15/2025,6.33
2024-2025,75,"New Castle (Wilmington), DE",New Castle,Delaware,2/8/2025,10.03
2024-2025,754,"El Paso (Colorado Springs), CO - Teller, CO","Cheyenne, El Paso, Kit Carson, Lincoln, Teller",Colorado,2/8/2025,5.26
2024-2025,755,"Iron, UT - Beaver, UT","Beaver, Iron",Utah,12/28/2024,13.76
2024-2025,756,"Park, MT - Sweet Grass, MT","Park, Sweet Grass",Montana,2/22/2025,5.71
2024-2025,759,"Union, OR - Baker, OR","Baker, Union, Wallowa",Oregon,2/1/2025,10.37
2024-2025,76,"Fulton, NY - Montgomery (Amsterdam), NY","Fulton, Montgomery",New York,2/8/2025,6.98
2024-2025,760,"Weld, CO - Morgan, CO","Morgan, Washington, Weld, Yuma",Colorado,2/1/2025,7.51
2024-2025,767,"Richland, MT - Dawson, MT","Dawson, McCone, Richland, Wibaux",Montana,2/15/2025,8.51
2024-2025,769,"Otero, NM - Lincoln, NM","Lincoln, Otero",New Mexico,2/1/2025,11.57
2024-2025,77,"Petersburg City, VA - Prince George, VA","Dinwiddie, Hopewell City, Petersburg City, Prince George, Surry, Sussex",Virginia,2/8/2025,11.18
2024-2025,770,"Sheridan, WY - Johnson, WY","Johnson, Sheridan",Wyoming,2/8/2025,10.49
2024-2025,772,"Chaves, NM - Eddy, NM","Chaves, Eddy",New Mexico,12/28/2024,13.09
2024-2025,773,"Gallatin and Yellowstone National Park, MT - Madison, MT","Gallatin and Yellowstone National Park, Madison",Montana,2/15/2025,8.59
2024-2025,775,"Teton, WY - Lincoln, WY","Lincoln, Sublette, Teton",Wyoming,2/1/2025,5.08
2024-2025,777,"Fremont, WY - Washakie, WY","Fremont, Hot Springs, Washakie",Wyoming,1/4/2025,9.61
2024-2025,779,"Roosevelt, MT - Valley, MT","Roosevelt, Valley",Montana,2/15/2025,18.22
2024-2025,782,"Lane (Eugene), OR - Douglas, OR","Douglas, Lane",Oregon,2/15/2025,5.36
2024-2025,783,"Lincoln, OR - Tillamook, OR","Lincoln, Tillamook",Oregon,2/8/2025,7.75
2024-2025,784,"Latah, ID",Latah,Idaho,12/28/2024,11.76
2024-2025,792,"Uinta, WY",Uinta,Wyoming,3/1/2025,7.08
2024-2025,793,"Grant, NM - Hidalgo, NM","Catron, Grant, Hidalgo",New Mexico,2/1/2025,7.25
2024-2025,795,"Boulder, CO - Broomfield, CO","Boulder, Broomfield",Colorado,2/1/2025,5.33
2024-2025,796,"Larimer, CO",Larimer,Colorado,2/8/2025,5.35
2024-2025,80,"St. Lawrence, NY - Jefferson, NY","Jefferson, Lewis, St. Lawrence",New York,2/1/2025,6.13
2024-2025,801,"San Miguel, NM - Mora, NM","Guadalupe, Harding, Mora, San Miguel",New Mexico,2/1/2025,12.17
2024-2025,805,"White Pine, NV",White Pine,Nevada,1/25/2025,15.52
2024-2025,808,"Blaine, ID - Camas, ID","Blaine, Camas",Idaho,1/25/2025,7.3
2024-2025,809,"Carbon, UT - Emery, UT","Carbon, Emery",Utah,1/4/2025,4.58
2024-2025,81,"Clinton, NY - Franklin, NY","Clinton, Essex, Franklin",New York,2/15/2025,8.06
2024-2025,82,"Taylor, KY - Adair, KY","Adair, Green, Russell, Taylor",Kentucky,2/1/2025,13.12
2024-2025,821,"Honolulu (Honolulu), HI - Maui, HI","Honolulu, Kalawao, Maui",Hawaii,1/11/2025,7
2024-2025,822,"Kauai, HI",Kauai,Hawaii,1/4/2025,5.6
2024-2025,823,"Hawaii, HI",Hawaii,Hawaii,12/28/2024,10.85
2024-2025,825,"Henry, GA - Forsyth, GA","Fayette, Forsyth, Henry, Rockdale, Walton",Georgia,2/1/2025,7.41
2024-2025,826,"Cherokee, GA - Douglas, GA","Cherokee, Douglas, Paulding, Pickens",Georgia,2/1/2025,11.43
2024-2025,827,"Newton (Covington), GA",Newton,Georgia,2/1/2025,9.54
2024-2025,828,"Baldwin, GA",Baldwin,Georgia,2/1/2025,13.98
2024-2025,829,"Clarke (Athens), GA - Barrow, GA","Barrow, Clarke, Jackson, Madison, Oconee, Oglethorpe",Georgia,2/1/2025,8.3
2024-2025,83,"Suffolk, NY - Nassau, NY","Nassau, Suffolk",New York,2/1/2025,7.45
2024-2025,830,"Richmond (South Augusta), GA - Columbia, GA","Burke, Columbia, Jenkins, Lincoln, McDuffie, Richmond",Georgia,12/28/2024,5.78
2024-2025,831,"Washtenaw, MI - Livingston, MI","Livingston, Washtenaw",Michigan,2/8/2025,6.17
2024-2025,85,"New Haven (New Haven), CT - Litchfield, CT","Litchfield, Middlesex, New Haven",Connecticut,2/1/2025,7.94
2024-2025,851,"Mineral, WV - Hardy, WV","Grant, Hardy, Mineral",West Virginia,2/22/2025,13.46
2024-2025,852,"Wicomico, MD - Worcester, MD","Somerset, Wicomico, Worcester",Maryland,2/8/2025,12.27
2024-2025,853,"Virginia Beach City, VA - Norfolk City, VA","Chesapeake City, Franklin City, Isle of Wight, Norfolk City, Portsmouth City, Southampton, Suffolk City, Virginia Beach City",Virginia,2/1/2025,9.6
2024-2025,854,"Bennington, VT",Bennington,Vermont,2/8/2025,7.37
2024-2025,855,"McCracken, KY - Graves, KY","Ballard, Carlisle, Crittenden, Graves, Hickman, Livingston, Lyon, Marshall, McCracken",Kentucky,2/8/2025,14.58
2024-2025,856,"Logan, WV - Mingo, WV","Logan, Mingo",West Virginia,3/1/2025,6.91
2024-2025,857,"Washington, VT - Windsor, VT","Orange, Washington, Windsor",Vermont,2/15/2025,10.18
2024-2025,86,"Orange (Newburgh), NY - Sullivan, NY","Orange, Sullivan",New York,2/1/2025,9.73
2024-2025,860,"Ohio (Wheeling), WV - Marshall, WV","Marshall, Ohio, Tyler, Wetzel",West Virginia,2/15/2025,20.05
2024-2025,861,"Berkeley, WV - Jefferson, WV","Berkeley, Hampshire, Jefferson, Morgan",West Virginia,2/15/2025,14.64
2024-2025,862,"Greenbrier, WV - Monroe, WV","Greenbrier, Monroe",West Virginia,2/22/2025,13.46
2024-2025,863,"Wood (Parkersburg), WV - Jackson, WV","Calhoun, Jackson, Pleasants, Ritchie, Roane, Wirt, Wood",West Virginia,2/22/2025,10.52
2024-2025,865,"Rockland, NY",Rockland,New York,1/25/2025,11.38
2024-2025,866,"Mercer, WV - McDowell, WV","McDowell, Mercer",West Virginia,2/15/2025,14.92
2024-2025,867,"Cabell (Huntington), WV - Wayne, WV","Cabell, Lincoln, Wayne",West Virginia,2/15/2025,6.23
2024-2025,869,"Montgomery, MD - Prince Georges, MD","Charles, Montgomery, Prince Georges, St. Marys",Maryland,2/8/2025,11.16
2024-2025,87,"Morris (Parsippany-Troy Hills Township), NJ - Sussex, NJ","Morris, Sussex",New Jersey,2/1/2025,7.24
2024-2025,875,"Harford, MD - Cecil, MD","Cecil, Harford",Maryland,2/8/2025,12.08
