season,hsa_nci_id,hsa,hsa_counties,geography,peak_date,peak_size
2024-2025,503,"Nolan, TX - Mitchell, TX","Fisher, Mitchell, Nolan",Texas,2/22/2025,2.43
2024-2025,504,"Jefferson Davis, MS - Lawrence, MS","Jefferson Davis, Lawrence",Mississippi,11/30/2024,1.54
2024-2025,505,"Brazoria (Lake Jackson), TX - Wharton, TX","Brazoria, Matagorda, Wharton",Texas,11/30/2024,2.99
2024-2025,506,"Kerr, TX - Gillespie, TX","Blanco, Edwards, Gillespie, Kerr, Kimble, Mason, Real",Texas,12/28/2024,1.59
2024-2025,507,"Erath, TX - Comanche, TX","Comanche, Erath",Texas,12/28/2024,4.43
2024-2025,508,"Lea, NM",Lea,New Mexico,2/8/2025,1.52
2024-2025,509,"Anderson, TX - Cherokee, TX","Anderson, Cherokee, Houston",Texas,12/28/2024,1.86
2024-2025,51,"Laurel, KY - Whitley, KY","Clay, Knox, Laurel, Whitley",Kentucky,1/11/2025,1.49
2024-2025,510,"Hays (San Marcos), TX - Caldwell, TX","Caldwell, Hays",Texas,1/4/2025,0.93
2024-2025,511,"Lincoln, MS - Copiah, MS","Copiah, Lincoln",Mississippi,8/3/2024,0
2024-2025,512,"Childress, TX - Hall, TX","Childress, Cottle, Hall",Texas,2/1/2025,3.79
2024-2025,513,"Bee, TX - Karnes, TX","Bee, Karnes",Texas,12/21/2024,2.17
2024-2025,516,"Maverick, TX - Val Verde, TX","Kinney, Maverick, Val Verde",Texas,12/28/2024,1.51
2024-2025,517,"Comal, TX",Comal,Texas,12/21/2024,1.61
2024-2025,518,"Howard, TX - Glasscock, TX","Glasscock, Howard",Texas,9/14/2024,0.71
2024-2025,520,"Cameron (Brownsville), TX - Willacy, TX","Cameron, Willacy",Texas,11/30/2024,1.65
2024-2025,523,"Claiborne, LA",Claiborne,Louisiana,3/29/2025,1.81
2024-2025,525,"Wilkinson, MS",Wilkinson,Mississippi,1/11/2025,4.69
2024-2025,526,"Brewster, TX - Presidio, TX","Brewster, Jeff Davis, Presidio",Texas,3/8/2025,1.69
2024-2025,528,"St. Mary, LA",St. Mary,Louisiana,1/4/2025,5.14
2024-2025,53,"Barren, KY - Hart, KY","Barren, Hart, Metcalfe, Monroe",Kentucky,12/28/2024,1.58
2024-2025,530,"Winn, LA",Winn,Louisiana,2/8/2025,0.83
2024-2025,531,"Dimmit, TX",Dimmit,Texas,11/23/2024,0.99
2024-2025,532,"Galveston, TX",Galveston,Texas,11/16/2024,1
2024-2025,533,"Yazoo, MS",Yazoo,Mississippi,11/23/2024,2.58
2024-2025,536,"Uvalde, TX",Uvalde,Texas,10/26/2024,6.15
2024-2025,538,"Webb (Laredo), TX - Zapata, TX","Jim Hogg, Webb, Zapata",Texas,12/28/2024,4.19
2024-2025,539,"Cherokee, KS",Cherokee,Kansas,3/8/2025,3.45
2024-2025,54,"Erie (Buffalo), NY - Monroe, NY","Erie, Genesee, Livingston, Monroe, Niagara, Orleans, Wyoming",New York,12/28/2024,2.04
2024-2025,540,"Hennepin (Minneapolis), MN - Anoka, MN","Anoka, Carver, Hennepin, Le Sueur, McLeod, Scott, Sherburne, Sibley, Wright",Minnesota,1/18/2025,1.37
2024-2025,542,"Douglas (Omaha), NE - Sarpy, NE","Burt, Cass, Colfax, Cuming, Dodge, Douglas, Sarpy, Saunders, Washington",Nebraska,2/8/2025,0.6
2024-2025,544,"Lyon, IA",Lyon,Iowa,2/8/2025,5.26
2024-2025,545,"Linn (Cedar Rapids), IA - Johnson, IA","Benton, Cedar, Iowa, Johnson, Jones, Linn, Louisa, Washington",Iowa,2/8/2025,1.15
2024-2025,546,"Polk (Des Moines), IA - Dallas, IA","Adair, Clarke, Dallas, Decatur, Jasper, Madison, Marion, Polk, Ringgold, Union, Warren",Iowa,2/22/2025,1.66
2024-2025,547,"Clay, MN - Becker, MN","Becker, Clay, Mahnomen, Norman, Wilkin",Minnesota,2/22/2025,2.58
2024-2025,55,"Wise, VA - Lee, VA","Dickenson, Lee, Norton City, Wise",Virginia,2/22/2025,1.62
2024-2025,551,"Ford, KS - Gray, KS","Clark, Ford, Gray, Hodgeman, Meade",Kansas,3/22/2025,3.04
2024-2025,552,"Howard, IA",Howard,Iowa,2/15/2025,3.39
2024-2025,554,"Shawnee (Topeka), KS - Riley, KS","Brown, Jackson, Jefferson, Nemaha, Osage, Pottawatomie, Riley, Shawnee, Wabaunsee",Kansas,2/8/2025,1.05
2024-2025,555,"Hall, NE - Hamilton, NE","Greeley, Hall, Hamilton, Howard, Merrick",Nebraska,4/5/2025,1.53
2024-2025,556,"Cerro Gordo, IA - Kossuth, IA","Cerro Gordo, Franklin, Hancock, Kossuth, Winnebago, Worth",Iowa,2/15/2025,2.74
2024-2025,557,"Black Hawk (Waterloo), IA - Bremer, IA","Black Hawk, Bremer, Buchanan, Butler, Fayette, Grundy",Iowa,1/18/2025,2.17
2024-2025,559,"Holt, NE - Brown, NE","Brown, Holt, Keya Paha, Rock",Nebraska,4/26/2025,2.63
2024-2025,56,"Onondaga (Syracuse), NY - Oswego, NY","Cayuga, Onondaga, Oswego",New York,1/4/2025,1.6
2024-2025,560,"Woodbury (Sioux City), IA - Plymouth, IA","Buena Vista, Cherokee, Ida, Monona, Plymouth, Woodbury",Iowa,12/28/2024,2.51
2024-2025,561,"Lancaster (Lincoln), NE - Gage, NE","Butler, Gage, Jefferson, Lancaster, Saline, Seward",Nebraska,3/8/2025,1.24
2024-2025,563,"Union, IL - Alexander, IL","Alexander, Pulaski, Union",Illinois,12/21/2024,6.76
2024-2025,564,"Adams, NE - Clay, NE","Adams, Clay, Nuckolls, Webster",Nebraska,3/8/2025,2.25
2024-2025,565,"Ellis, KS - Rooks, KS","Ellis, Gove, Graham, Logan, Rooks, Trego",Kansas,3/15/2025,2.06
2024-2025,567,"Lyon, KS - Coffey, KS","Chase, Coffey, Greenwood, Lyon",Kansas,2/15/2025,5.54
2024-2025,569,"Saline, KS - Ellsworth, KS","Ellsworth, Lincoln, Ottawa, Saline",Kansas,1/11/2025,0.46
2024-2025,570,"Buffalo, NE - Dawson, NE","Buffalo, Dawson, Franklin, Frontier, Gosper, Kearney, Sherman",Nebraska,3/22/2025,1.46
2024-2025,573,"Blue Earth, MN - Nicollet, MN","Blue Earth, Nicollet, Waseca, Watonwan",Minnesota,1/25/2025,2.41
2024-2025,575,"Finney, KS - Scott, KS","Finney, Hamilton, Haskell, Kearny, Lane, Scott",Kansas,1/25/2025,2.81
2024-2025,576,"Sedgwick (Wichita), KS - Butler, KS","Butler, Cowley, Harvey, Marion, Sedgwick, Sumner",Kansas,2/8/2025,0.74
2024-2025,577,"Madison, NE - Wayne, NE","Antelope, Madison, Pierce, Stanton, Wayne",Nebraska,3/8/2025,2.05
2024-2025,578,"Cedar, NE - Knox, NE","Cedar, Knox",Nebraska,4/12/2025,4.76
2024-2025,58,"Otsego, NY - Chenango, NY","Chenango, Delaware, Otsego, Schoharie",New York,2/8/2025,0.41
2024-2025,580,"Scotts Bluff, NE - Box Butte, NE","Banner, Box Butte, Garden, Grant, Morrill, Scotts Bluff",Nebraska,8/3/2024,0
2024-2025,583,"Barton, KS - Pawnee, KS","Barton, Edwards, Pawnee, Rush",Kansas,3/8/2025,1.87
2024-2025,584,"Polk, MN",Polk,Minnesota,4/12/2025,3.33
2024-2025,585,"Webster, IA - Humboldt, IA","Humboldt, Pocahontas, Webster",Iowa,2/22/2025,2.55
2024-2025,587,"Seward, KS - Morton, KS","Morton, Seward",Kansas,3/8/2025,2.16
2024-2025,588,"Stearns (St. Cloud), MN - Benton, MN","Benton, Meeker, Morrison, Stearns, Todd",Minnesota,3/15/2025,2.89
2024-2025,589,"Wapello, IA - Mahaska, IA","Jefferson, Keokuk, Mahaska, Monroe, Van Buren, Wapello",Iowa,1/18/2025,2.2
2024-2025,59,"Oneida (Utica), NY - Madison, NY","Herkimer, Madison, Oneida",New York,12/21/2024,0.91
2024-2025,590,"Big Stone, MN - Traverse, MN","Big Stone, Traverse",Minnesota,3/15/2025,11.11
2024-2025,592,"Kandiyohi, MN - Chippewa, MN","Chippewa, Kandiyohi, Lac qui Parle, Swift, Yellow Medicine",Minnesota,1/11/2025,2.15
2024-2025,593,"Lincoln, NE - Keith, NE","Arthur, Hooker, Keith, Lincoln, McPherson, Perkins",Nebraska,3/22/2025,0.91
2024-2025,594,"Custer, NE - Valley, NE","Blaine, Custer, Garfield, Logan, Loup, Thomas, Valley, Wheeler",Nebraska,4/5/2025,2.94
2024-2025,595,"Boyd, NE",Boyd,Nebraska,8/3/2024,0
2024-2025,596,"Pottawattamie (Council Bluffs), IA - Harrison, IA","Audubon, Cass, Harrison, Mills, Pottawattamie, Shelby",Iowa,3/1/2025,1.22
2024-2025,598,"Reno, KS - Rice, KS","Reno, Rice, Stafford",Kansas,2/22/2025,3
2024-2025,60,"Raleigh, WV - Fayette, WV","Fayette, Raleigh, Summers, Wyoming",West Virginia,2/15/2025,1.45
2024-2025,601,"Labette, KS - Neosho, KS","Allen, Labette, Neosho, Woodson",Kansas,2/1/2025,3.14
2024-2025,602,"Brown, MN - Renville, MN","Brown, Redwood, Renville",Minnesota,1/25/2025,2.69
2024-2025,603,"Isanti (Cambridge), MN - Mille Lacs, MN","Isanti, Kanabec, Mille Lacs",Minnesota,2/22/2025,2.22
2024-2025,604,"Pennington, MN - Marshall, MN","Kittson, Marshall, Pennington, Red Lake",Minnesota,12/28/2024,6.25
2024-2025,606,"Story, IA - Boone, IA","Boone, Hamilton, Hardin, Story, Wright",Iowa,1/18/2025,1.25
2024-2025,608,"Douglas, MN - Pope, MN","Douglas, Pope, Stevens",Minnesota,3/8/2025,2.97
2024-2025,609,"Lyon, MN - Lincoln, MN","Lincoln, Lyon",Minnesota,2/15/2025,5.26
2024-2025,61,"District of Columbia, DC",District of Columbia,District of Columbia,12/21/2024,1.64
2024-2025,611,"York, NE - Polk, NE","Polk, York",Nebraska,2/22/2025,2.75
2024-2025,612,"Crow Wing, MN - Cass, MN","Aitkin, Cass, Crow Wing, Hubbard, Wadena",Minnesota,2/15/2025,2.6
2024-2025,613,"Decatur, KS - Sheridan, KS","Decatur, Sheridan",Kansas,2/22/2025,5
2024-2025,616,"Phelps, NE - Furnas, NE","Furnas, Harlan, Phelps",Nebraska,4/12/2025,1.43
2024-2025,617,"Guthrie, IA - Greene, IA","Greene, Guthrie",Iowa,2/22/2025,1.63
2024-2025,618,"Pratt, KS - Kiowa, KS","Comanche, Kiowa, Pratt",Kansas,3/15/2025,1.57
2024-2025,62,"Madison, KY - Rockcastle, KY","Estill, Jackson, Madison, Rockcastle",Kentucky,11/30/2024,0.87
2024-2025,621,"Wyandotte (Kansas City), KS - Leavenworth, KS","Leavenworth, Wyandotte",Kansas,12/28/2024,0.47
2024-2025,622,"Mitchell, KS - Osborne, KS","Jewell, Mitchell, Osborne",Kansas,2/15/2025,5.56
2024-2025,624,"Johnson (Overland Park), KS - Douglas, KS","Anderson, Douglas, Franklin, Johnson, Miami",Kansas,1/4/2025,1.59
2024-2025,625,"Clay, IA - Dickinson, IA","Clay, Dickinson, Palo Alto",Iowa,2/22/2025,3.48
2024-2025,626,"Emmet, IA",Emmet,Iowa,2/22/2025,5.26
2024-2025,628,"Richardson, NE - Pawnee, NE","Pawnee, Richardson",Nebraska,8/3/2024,0
2024-2025,63,"Rockingham, VA - Harrisonburg City, VA","Harrisonburg City, Page, Rockingham",Virginia,1/4/2025,1.78
2024-2025,630,"Crawford, KS - Bourbon, KS","Bourbon, Crawford, Linn",Kansas,1/4/2025,5.17
2024-2025,631,"Roseau, MN - Lake of the Woods, MN","Lake of the Woods, Roseau",Minnesota,3/1/2025,3.21
2024-2025,633,"Carroll, IA - Sac, IA","Calhoun, Carroll, Sac",Iowa,3/8/2025,2.41
2024-2025,634,"Floyd, IA - Chickasaw, IA","Chickasaw, Floyd",Iowa,1/25/2025,1.07
2024-2025,635,"Marshall, KS - Washington, KS","Marshall, Washington",Kansas,1/11/2025,6.94
2024-2025,636,"Cheyenne, KS - Rawlins, KS","Cheyenne, Rawlins",Kansas,2/22/2025,3.45
2024-2025,637,"Phillips, KS - Norton, KS","Norton, Phillips, Smith",Kansas,1/25/2025,2.83
2024-2025,64,"Atlantic (Atlantic City), NJ - Cape May, NJ","Atlantic, Cape May",New Jersey,12/28/2024,1.61
2024-2025,641,"Scott (Davenport), IA - Muscatine, IA","Muscatine, Scott",Iowa,12/28/2024,1.93
2024-2025,642,"Cloud, KS - Republic, KS","Cloud, Republic",Kansas,2/15/2025,5.31
2024-2025,643,"Wichita, KS - Greeley, KS","Greeley, Wichita",Kansas,3/15/2025,9.09
2024-2025,644,"Page, IA - Fremont, IA","Fremont, Page, Taylor",Iowa,2/22/2025,2.61
2024-2025,645,"Lucas, IA - Wayne, IA","Lucas, Wayne",Iowa,1/25/2025,5.48
2024-2025,646,"Freeborn, MN - Faribault, MN","Faribault, Freeborn",Minnesota,3/1/2025,4.12
2024-2025,647,"Montgomery, IA - Adams, IA","Adams, Montgomery",Iowa,3/29/2025,1.68
2024-2025,649,"Appanoose, IA - Davis, IA","Appanoose, Davis",Iowa,3/22/2025,4.15
2024-2025,65,"Steuben, NY - Chemung (Elmira), NY","Chemung, Schuyler, Steuben",New York,2/8/2025,0.94
2024-2025,650,"Geary, KS - Dickinson, KS","Dickinson, Geary, Morris",Kansas,3/29/2025,1.09
2024-2025,651,"Platte, NE - Boone, NE","Boone, Nance, Platte",Nebraska,1/18/2025,2.25
2024-2025,652,"OBrien, IA - Osceola, IA","OBrien, Osceola",Iowa,3/29/2025,9.09
2024-2025,654,"Chase, NE - Dundy, NE","Chase, Dundy, Hayes",Nebraska,3/8/2025,11.11
2024-2025,659,"Thomas, KS - Sherman, KS","Sherman, Thomas, Wallace",Kansas,1/4/2025,5.45
2024-2025,66,"Essex (Newark), NJ - Middlesex, NJ","Essex, Middlesex, Somerset, Union",New Jersey,12/21/2024,1.25
2024-2025,660,"Otoe, NE - Johnson, NE","Johnson, Otoe",Nebraska,2/1/2025,2.13
2024-2025,661,"Kingman, KS - Harper, KS","Harper, Kingman",Kansas,1/11/2025,3.8
2024-2025,662,"Clay, KS",Clay,Kansas,3/8/2025,2.02
2024-2025,664,"Stevens, KS",Stevens,Kansas,3/29/2025,4.76
2024-2025,665,"Mitchell, IA",Mitchell,Iowa,2/8/2025,1.25
2024-2025,667,"Russell, KS",Russell,Kansas,1/18/2025,2.22
2024-2025,669,"Barber, KS",Barber,Kansas,3/29/2025,3.33
2024-2025,67,"Rowan, KY - Morgan, KY","Elliott, Menifee, Morgan, Rowan",Kentucky,1/4/2025,2.41
2024-2025,671,"Atchison, KS",Atchison,Kansas,2/22/2025,1.67
2024-2025,672,"Sioux, IA",Sioux,Iowa,12/28/2024,2.92
2024-2025,674,"McPherson, KS",McPherson,Kansas,2/15/2025,1.53
2024-2025,675,"Wilson, KS",Wilson,Kansas,3/1/2025,2.47
2024-2025,679,"Marshall, IA - Tama, IA","Marshall, Tama",Iowa,1/25/2025,2.3
2024-2025,68,"Bristol (New Bedford), MA",Bristol,Massachusetts,12/28/2024,1.11
2024-2025,681,"Crawford, IA",Crawford,Iowa,8/3/2024,0
2024-2025,682,"Ness, KS",Ness,Kansas,8/3/2024,0
2024-2025,686,"Poweshiek, IA",Poweshiek,Iowa,3/8/2025,3.11
2024-2025,687,"Nemaha, NE",Nemaha,Nebraska,8/3/2024,0
2024-2025,688,"Denver (Denver), CO - Jefferson, CO","Adams, Arapahoe, Clear Creek, Denver, Douglas, Elbert, Gilpin, Grand, Jefferson, Park, Summit",Colorado,2/8/2025,0.91
2024-2025,689,"Multnomah (Portland), OR - Washington, OR","Clackamas, Clatsop, Columbia, Multnomah, Washington",Oregon,2/8/2025,1.02
2024-2025,69,"Fairfax, VA - Arlington, VA","Alexandria City, Arlington, Fairfax, Fairfax City, Falls Church City, Loudoun",Virginia,12/28/2024,1.24
2024-2025,691,"Yellowstone (Billings), MT - Big Horn, MT","Big Horn, Carbon, Golden Valley, Musselshell, Rosebud, Stillwater, Treasure, Yellowstone",Montana,2/8/2025,1.75
2024-2025,692,"Cascade (Great Falls), MT - Glacier, MT","Cascade, Chouteau, Glacier, Judith Basin, Pondera, Teton, Toole",Montana,3/29/2025,3.01
2024-2025,693,"Bernalillo (Albuquerque), NM - Sandoval, NM","Bernalillo, Cibola, Sandoval, Socorro, Torrance, Valencia",New Mexico,2/15/2025,1.58
2024-2025,694,"Nez Perce, ID - Idaho, ID","Clearwater, Idaho, Lewis, Nez Perce",Idaho,2/15/2025,1.47
2024-2025,695,"Twin Falls, ID - Jerome, ID","Gooding, Jerome, Lincoln, Twin Falls",Idaho,2/22/2025,3.15
2024-2025,696,"Bannock, ID - Bingham, ID","Bannock, Bingham, Caribou, Oneida, Power",Idaho,3/8/2025,1.74
2024-2025,7,"Kanawha (Charleston), WV - Putnam, WV","Boone, Clay, Kanawha, Nicholas, Putnam, Webster",West Virginia,2/15/2025,1.52
2024-2025,70,"Montgomery, VA - Pulaski, VA","Giles, Montgomery, Pulaski, Radford City, Wythe",Virginia,1/4/2025,2.23
2024-2025,703,"Utah (Provo), UT - Sanpete, UT","Juab, Millard, Sanpete, Sevier, Utah, Wayne",Utah,2/1/2025,1.37
2024-2025,704,"Pueblo (Pueblo), CO - Las Animas, CO","Huerfano, Las Animas, Pueblo",Colorado,2/8/2025,1.27
2024-2025,705,"Marion (Salem), OR - Yamhill, OR","Marion, Polk, Yamhill",Oregon,2/8/2025,1.71
2024-2025,707,"Clark (Las Vegas), NV - Nye, NV","Clark, Esmeralda, Lincoln, Nye",Nevada,12/28/2024,1.02
2024-2025,708,"Salt Lake (Salt Lake City), UT - Tooele, UT","Duchesne, Salt Lake, Summit, Tooele, Uintah, Wasatch",Utah,2/15/2025,1.45
2024-2025,71,"Halifax with South Boston City, VA - Mecklenburg, VA","Halifax with South Boston City, Lunenburg, Mecklenburg",Virginia,12/21/2024,1.95
2024-2025,711,"Mesa, CO - Garfield, CO","Eagle, Garfield, Mesa, Pitkin, Rio Blanco",Colorado,2/22/2025,1.86
2024-2025,712,"Hill, MT - Blaine, MT","Blaine, Hill, Liberty, Phillips",Montana,3/1/2025,7.21
2024-2025,713,"Missoula, MT - Ravalli, MT","Granite, Lake, Mineral, Missoula, Ravalli, Sanders",Montana,2/22/2025,1.82
2024-2025,714,"Custer, MT - Fallon, MT","Carter, Custer, Fallon, Garfield, Powder River, Prairie",Montana,3/8/2025,3.65
2024-2025,715,"Franklin, ID - Bear Lake, ID","Bear Lake, Franklin",Idaho,3/8/2025,4.42
2024-2025,716,"Ada (Boise City), ID - Canyon, ID","Ada, Boise, Canyon, Elmore, Gem, Owyhee, Valley",Idaho,2/22/2025,1.21
2024-2025,717,"Umatilla, OR - Morrow, OR","Morrow, Umatilla",Oregon,2/22/2025,2.12
2024-2025,719,"Deschutes, OR - Crook, OR","Crook, Deschutes, Harney, Jefferson, Wheeler",Oregon,2/22/2025,2.93
2024-2025,72,"Washington (Hagerstown), MD",Washington,Maryland,12/28/2024,1.45
2024-2025,720,"Elko, NV - Lander, NV","Elko, Eureka, Lander",Nevada,2/22/2025,4.61
2024-2025,721,"Lewis and Clark, MT - Jefferson, MT","Broadwater, Jefferson, Lewis and Clark",Montana,4/5/2025,1.07
2024-2025,722,"Bonneville, ID - Madison, ID","Bonneville, Butte, Clark, Custer, Fremont, Jefferson, Madison, Teton",Idaho,3/1/2025,1.48
2024-2025,724,"Santa Fe (Santa Fe), NM - Rio Arriba, NM","Los Alamos, Rio Arriba, Santa Fe, Taos",New Mexico,2/22/2025,2.64
2024-2025,725,"Curry, NM - Roosevelt, NM","Curry, De Baca, Quay, Roosevelt",New Mexico,1/4/2025,3.47
2024-2025,726,"Natrona (Casper), WY - Converse, WY","Converse, Natrona",Wyoming,3/8/2025,1.92
2024-2025,727,"Linn, OR - Benton, OR","Benton, Linn",Oregon,2/1/2025,1.5
2024-2025,728,"Flathead, MT - Lincoln, MT","Flathead, Lincoln",Montana,3/15/2025,1.49
2024-2025,729,"Payette, ID - Washington, ID","Adams, Payette, Washington",Idaho,2/15/2025,1.17
2024-2025,73,"Alleghany, NC",Alleghany,North Carolina,12/21/2024,2.4
2024-2025,730,"Cassia, ID - Minidoka, ID","Cassia, Minidoka",Idaho,2/22/2025,3.58
2024-2025,732,"Dona Ana (Las Cruces), NM - Luna, NM","Dona Ana, Luna, Sierra",New Mexico,2/15/2025,3.07
2024-2025,733,"Sheridan, MT - Daniels, MT","Daniels, Sheridan",Montana,1/11/2025,3.85
2024-2025,734,"Kootenai, ID - Bonner, ID","Benewah, Bonner, Boundary, Kootenai, Shoshone",Idaho,3/8/2025,2.22
2024-2025,74,"Essex (Lynn), MA",Essex,Massachusetts,12/28/2024,1.4
2024-2025,741,"Cheyenne, NE - Kimball, NE","Cheyenne, Deuel, Kimball",Nebraska,1/11/2025,2.67
2024-2025,742,"Silver Bow, MT - Deer Lodge, MT","Beaverhead, Deer Lodge, Silver Bow",Montana,3/15/2025,1.92
2024-2025,743,"Klamath, OR - Lake, OR","Klamath, Lake",Oregon,2/8/2025,1.93
2024-2025,744,"Davis, UT - Weber (Ogden), UT","Box Elder, Davis, Morgan, Rich, Weber",Utah,2/22/2025,1.64
2024-2025,748,"Wasco, OR - Hood River, OR","Gilliam, Hood River, Sherman, Wasco",Oregon,2/15/2025,2.49
2024-2025,749,"Park, WY - Big Horn, WY","Big Horn, Park",Wyoming,3/29/2025,1.24
2024-2025,75,"New Castle (Wilmington), DE",New Castle,Delaware,12/21/2024,2.82
2024-2025,754,"El Paso (Colorado Springs), CO - Teller, CO","Cheyenne, El Paso, Kit Carson, Lincoln, Teller",Colorado,3/1/2025,0.98
2024-2025,755,"Iron, UT - Beaver, UT","Beaver, Iron",Utah,2/8/2025,2.7
2024-2025,756,"Park, MT - Sweet Grass, MT","Park, Sweet Grass",Montana,2/22/2025,1.43
2024-2025,759,"Union, OR - Baker, OR","Baker, Union, Wallowa",Oregon,2/1/2025,1.96
2024-2025,76,"Fulton, NY - Montgomery (Amsterdam), NY","Fulton, Montgomery",New York,1/11/2025,2.08
2024-2025,760,"Weld, CO - Morgan, CO","Morgan, Washington, Weld, Yuma",Colorado,2/15/2025,1.34
2024-2025,767,"Richland, MT - Dawson, MT","Dawson, McCone, Richland, Wibaux",Montana,3/8/2025,2.28
2024-2025,769,"Otero, NM - Lincoln, NM","Lincoln, Otero",New Mexico,2/1/2025,3.95
2024-2025,77,"Petersburg City, VA - Prince George, VA","Dinwiddie, Hopewell City, Petersburg City, Prince George, Surry, Sussex",Virginia,12/7/2024,1.63
2024-2025,770,"Sheridan, WY - Johnson, WY","Johnson, Sheridan",Wyoming,1/18/2025,2.4
2024-2025,772,"Chaves, NM - Eddy, NM","Chaves, Eddy",New Mexico,2/8/2025,2.73
2024-2025,773,"Gallatin and Yellowstone National Park, MT - Madison, MT","Gallatin and Yellowstone National Park, Madison",Montana,3/8/2025,1.77
2024-2025,775,"Teton, WY - Lincoln, WY","Lincoln, Sublette, Teton",Wyoming,1/25/2025,2.05
2024-2025,777,"Fremont, WY - Washakie, WY","Fremont, Hot Springs, Washakie",Wyoming,3/15/2025,1.93
2024-2025,778,"Wheatland, MT - Meagher, MT","Meagher, Wheatland",Montana,3/29/2025,8.57
2024-2025,779,"Roosevelt, MT - Valley, MT","Roosevelt, Valley",Montana,3/15/2025,2.75
2024-2025,782,"Lane (Eugene), OR - Douglas, OR","Douglas, Lane",Oregon,2/15/2025,1.72
2024-2025,783,"Lincoln, OR - Tillamook, OR","Lincoln, Tillamook",Oregon,2/8/2025,0.72
2024-2025,784,"Latah, ID",Latah,Idaho,3/15/2025,1.79
2024-2025,792,"Uinta, WY",Uinta,Wyoming,2/22/2025,2.29
2024-2025,793,"Grant, NM - Hidalgo, NM","Catron, Grant, Hidalgo",New Mexico,3/15/2025,2
2024-2025,795,"Boulder, CO - Broomfield, CO","Boulder, Broomfield",Colorado,1/25/2025,2
2024-2025,796,"Larimer, CO",Larimer,Colorado,2/1/2025,1.3
2024-2025,797,"Platte, WY",Platte,Wyoming,2/22/2025,6.9
2024-2025,80,"St. Lawrence, NY - Jefferson, NY","Jefferson, Lewis, St. Lawrence",New York,2/8/2025,1.86
2024-2025,801,"San Miguel, NM - Mora, NM","Guadalupe, Harding, Mora, San Miguel",New Mexico,3/22/2025,2.05
2024-2025,804,"Weston, WY",Weston,Wyoming,8/3/2024,0
2024-2025,805,"White Pine, NV",White Pine,Nevada,2/22/2025,6.6
2024-2025,806,"Grant, OR",Grant,Oregon,3/1/2025,1.56
2024-2025,808,"Blaine, ID - Camas, ID","Blaine, Camas",Idaho,12/14/2024,1.64
2024-2025,809,"Carbon, UT - Emery, UT","Carbon, Emery",Utah,3/1/2025,1.44
2024-2025,81,"Clinton, NY - Franklin, NY","Clinton, Essex, Franklin",New York,2/1/2025,1.31
2024-2025,813,"Lemhi, ID",Lemhi,Idaho,1/25/2025,6.67
2024-2025,814,"Union, NM",Union,New Mexico,12/28/2024,8.33
2024-2025,82,"Taylor, KY - Adair, KY","Adair, Green, Russell, Taylor",Kentucky,12/28/2024,1.63
2024-2025,821,"Honolulu (Honolulu), HI - Maui, HI","Honolulu, Kalawao, Maui",Hawaii,11/16/2024,0.75
2024-2025,822,"Kauai, HI",Kauai,Hawaii,1/11/2025,3.48
2024-2025,823,"Hawaii, HI",Hawaii,Hawaii,2/8/2025,1.49
2024-2025,825,"Henry, GA - Forsyth, GA","Fayette, Forsyth, Henry, Rockdale, Walton",Georgia,11/30/2024,0.72
2024-2025,826,"Cherokee, GA - Douglas, GA","Cherokee, Douglas, Paulding, Pickens",Georgia,12/7/2024,2.13
2024-2025,827,"Newton (Covington), GA",Newton,Georgia,12/7/2024,1.16
2024-2025,828,"Baldwin, GA",Baldwin,Georgia,12/7/2024,2.11
2024-2025,829,"Clarke (Athens), GA - Barrow, GA","Barrow, Clarke, Jackson, Madison, Oconee, Oglethorpe",Georgia,11/30/2024,1.36
2024-2025,83,"Suffolk, NY - Nassau, NY","Nassau, Suffolk",New York,12/28/2024,0.88
2024-2025,830,"Richmond (South Augusta), GA - Columbia, GA","Burke, Columbia, Jenkins, Lincoln, McDuffie, Richmond",Georgia,12/14/2024,0.44
2024-2025,831,"Washtenaw, MI - Livingston, MI","Livingston, Washtenaw",Michigan,1/4/2025,1.27
2024-2025,85,"New Haven (New Haven), CT - Litchfield, CT","Litchfield, Middlesex, New Haven",Connecticut,12/28/2024,0.97
2024-2025,851,"Mineral, WV - Hardy, WV","Grant, Hardy, Mineral",West Virginia,1/4/2025,5.08
2024-2025,852,"Wicomico, MD - Worcester, MD","Somerset, Wicomico, Worcester",Maryland,12/28/2024,1.66
2024-2025,853,"Virginia Beach City, VA - Norfolk City, VA","Chesapeake City, Franklin City, Isle of Wight, Norfolk City, Portsmouth City, Southampton, Suffolk City, Virginia Beach City",Virginia,12/21/2024,0.98
2024-2025,854,"Bennington, VT",Bennington,Vermont,1/4/2025,2.08
2024-2025,855,"McCracken, KY - Graves, KY","Ballard, Carlisle, Crittenden, Graves, Hickman, Livingston, Lyon, Marshall, McCracken",Kentucky,12/21/2024,2.55
2024-2025,856,"Logan, WV - Mingo, WV","Logan, Mingo",West Virginia,2/15/2025,2.69
2024-2025,857,"Washington, VT - Windsor, VT","Orange, Washington, Windsor",Vermont,1/11/2025,1.18
2024-2025,86,"Orange (Newburgh), NY - Sullivan, NY","Orange, Sullivan",New York,12/21/2024,1.93
2024-2025,860,"Ohio (Wheeling), WV - Marshall, WV","Marshall, Ohio, Tyler, Wetzel",West Virginia,2/15/2025,2.67
