season,hsa_nci_id,hsa,hsa_counties,geography,peak_date,peak_size
2024-2025,861,"Berkeley, WV - Jefferson, WV","Berkeley, Hampshire, Jefferson, Morgan",West Virginia,1/4/2025,5.3
2024-2025,862,"Greenbrier, WV - Monroe, WV","Greenbrier, Monroe",West Virginia,1/11/2025,1.72
2024-2025,863,"Wood (Parkersburg), WV - Jackson, WV","Calhoun, Jackson, Pleasants, Ritchie, Roane, Wirt, Wood",West Virginia,1/25/2025,1.64
2024-2025,865,"Rockland, NY",Rockland,New York,11/23/2024,1.1
2024-2025,866,"Mercer, WV - McDowell, WV","McDowell, Mercer",West Virginia,1/25/2025,3.18
2024-2025,867,"Cabell (Huntington), WV - Wayne, WV","Cabell, Lincoln, Wayne",West Virginia,12/28/2024,3.38
2024-2025,869,"Montgomery, MD - Prince Georges, MD","Charles, Montgomery, Prince Georges, St. Marys",Maryland,12/28/2024,1.39
2024-2025,87,"Morris (Parsippany-Troy Hills Township), NJ - Sussex, NJ","Morris, Sussex",New Jersey,12/28/2024,1.39
2024-2025,875,"Harford, MD - Cecil, MD","Cecil, Harford",Maryland,12/14/2024,1.9
2024-2025,877,"Windham, VT",Windham,Vermont,2/1/2025,3.05
2024-2025,878,"Claiborne, TN",Claiborne,Tennessee,12/14/2024,0.74
2024-2025,88,"Saratoga, NY - Schenectady (Schenectady), NY","Hamilton, Saratoga, Schenectady, Warren, Washington",New York,12/21/2024,1.12
2024-2025,881,"Columbia, NY - Greene, NY","Columbia, Greene",New York,10/26/2024,0.97
2024-2025,882,"Henry, TN - Carroll, TN","Benton, Carroll, Henry",Tennessee,11/23/2024,1.9
2024-2025,883,"Pittsylvania (Danville), VA - Danville City, VA","Danville City, Pittsylvania",Virginia,12/28/2024,3.04
2024-2025,885,"Hamilton (Chattanooga), TN - Marion, TN","Hamilton, Marion, Sequatchie",Tennessee,1/4/2025,2.16
2024-2025,886,"Beaufort, SC - Jasper, SC","Beaufort, Jasper",South Carolina,12/28/2024,1.64
2024-2025,887,"Shelby (Memphis), TN - Tipton, TN","Fayette, Shelby, Tipton",Tennessee,11/30/2024,3.09
2024-2025,888,"Washington, VA - Smyth, VA","Bristol City, Russell, Scott, Smyth, Washington",Virginia,1/4/2025,1.21
2024-2025,889,"Aiken, SC - Edgefield, SC","Aiken, Barnwell, Edgefield",South Carolina,12/28/2024,2.49
2024-2025,89,"Hardin, KY - Meade, KY","Breckinridge, Grayson, Hardin, Larue, Meade",Kentucky,1/11/2025,1.58
2024-2025,890,"Glynn, GA - Camden, GA","Brantley, Camden, Charlton, Glynn, McIntosh",Georgia,12/21/2024,1.38
2024-2025,893,"Muscogee (Columbus), GA - Harris, GA","Chattahoochee, Harris, Marion, Muscogee, Schley, Stewart, Talbot, Webster",Georgia,11/23/2024,1.13
2024-2025,894,"Coweta, GA - Troup (La Grange), GA","Coweta, Heard, Meriwether, Troup",Georgia,11/30/2024,2.56
2024-2025,895,"Bradley, TN - Polk, TN","Bradley, Polk",Tennessee,12/28/2024,1.06
2024-2025,896,"Carroll, GA - Haralson, GA","Carroll, Haralson",Georgia,11/23/2024,0.81
2024-2025,897,"Weakley, TN - Obion, TN","Obion, Weakley",Tennessee,12/14/2024,3.98
2024-2025,899,"Johnson, TN",Johnson,Tennessee,3/22/2025,2.22
2024-2025,9,"Cumberland (Portland), ME - Knox, ME","Cumberland, Knox, Lincoln, Sagadahoc",Maine,2/1/2025,0.82
2024-2025,900,"Lincoln, TN",Lincoln,Tennessee,11/30/2024,1.42
2024-2025,902,"Vanderburgh (Evansville), IN - Warrick, IN","Gibson, Posey, Spencer, Vanderburgh, Warrick",Indiana,1/4/2025,1.7
2024-2025,904,"Mason, WV",Mason,West Virginia,1/11/2025,1.86
2024-2025,905,"Oneida, WI - Vilas, WI","Forest, Iron, Oneida, Vilas",Wisconsin,3/8/2025,2.48
2024-2025,906,"Polk, WI",Polk,Wisconsin,2/8/2025,1.9
2024-2025,907,"Douglas, WI",Douglas,Wisconsin,3/8/2025,1.48
2024-2025,908,"La Crosse (La Crosse), WI - Monroe, WI","La Crosse, Monroe, Trempealeau, Vernon",Wisconsin,3/1/2025,1.22
2024-2025,909,"Dubuque (Dubuque), IA - Jackson, IA","Dubuque, Jackson",Iowa,1/25/2025,2.66
2024-2025,910,"Knox, IN - Daviess, IN","Daviess, Knox, Martin, Pike",Indiana,2/8/2025,1.47
2024-2025,911,"Vigo (Terre Haute), IN - Clay, IN","Clay, Parke, Sullivan, Vermillion, Vigo",Indiana,3/15/2025,1.3
2024-2025,912,"Marinette, WI - Florence, WI","Florence, Marinette",Wisconsin,2/15/2025,2.52
2024-2025,913,"Daviess (Owensboro), KY - Ohio, KY","Daviess, Hancock, McLean, Ohio",Kentucky,1/11/2025,2.08
2024-2025,914,"Carroll, KY - Trimble, KY","Carroll, Trimble",Kentucky,1/4/2025,7.45
2024-2025,915,"Fountain, IN - Warren, IN","Fountain, Warren",Indiana,12/28/2024,2.22
2024-2025,917,"Des Moines, IA - Henry, IA","Des Moines, Henry",Iowa,3/1/2025,1.88
2024-2025,919,"Crawford, WI",Crawford,Wisconsin,3/1/2025,2.08
2024-2025,92,"Harrison, WV - Upshur, WV","Braxton, Doddridge, Gilmer, Harrison, Lewis, Upshur",West Virginia,1/4/2025,2.66
2024-2025,921,"Clinton, IA",Clinton,Iowa,2/1/2025,2.76
2024-2025,923,"St. Croix, WI - Pierce, WI","Pierce, St. Croix",Wisconsin,2/8/2025,2.41
2024-2025,924,"Hancock (Weirton), WV - Brooke, WV","Brooke, Hancock",West Virginia,1/18/2025,2.28
2024-2025,925,"Bowie (Texarkana), TX",Bowie,Texas,1/11/2025,3.36
2024-2025,926,"Lauderdale, MS - Neshoba, MS","Clarke, Kemper, Lauderdale, Neshoba, Newton",Mississippi,11/30/2024,0.97
2024-2025,928,"Warren, MS - Claiborne, MS","Claiborne, Warren",Mississippi,1/4/2025,1.2
2024-2025,929,"Adams, MS - Jefferson, MS","Adams, Franklin, Jefferson",Mississippi,12/28/2024,2.75
2024-2025,93,"Hunterdon, NJ - Warren (Phillipsburg), NJ","Hunterdon, Warren",New Jersey,12/28/2024,1.98
2024-2025,930,"Grayson (Sherman), TX - Fannin, TX","Fannin, Grayson",Texas,12/28/2024,2.2
2024-2025,931,"Lamar, TX - Red River, TX","Delta, Lamar, Red River",Texas,12/28/2024,3.02
2024-2025,932,"Delaware, OK",Delaware,Oklahoma,1/11/2025,0.9
2024-2025,934,"Lowndes, MS - Clay, MS","Clay, Lowndes, Noxubee",Mississippi,12/14/2024,1.04
2024-2025,936,"Pearl River, MS",Pearl River,Mississippi,1/4/2025,1.82
2024-2025,937,"Gaines, TX - Andrews, TX","Andrews, Gaines",Texas,12/28/2024,3.99
2024-2025,941,"Olmsted (Rochester), MN - Winona, MN","Dodge, Fillmore, Mower, Olmsted, Steele, Wabasha, Winona",Minnesota,1/25/2025,1.67
2024-2025,942,"Dakota, NE - Thurston, NE","Dakota, Dixon, Thurston",Nebraska,8/3/2024,0
2024-2025,943,"Grant, KS - Stanton, KS","Grant, Stanton",Kansas,2/1/2025,7.69
2024-2025,948,"Goshen, WY - Niobrara, WY","Goshen, Niobrara",Wyoming,3/15/2025,1.04
2024-2025,95,"Androscoggin (Lewiston), ME - Oxford, ME","Androscoggin, Franklin, Oxford",Maine,2/8/2025,0.89
2024-2025,950,"Campbell, WY - Crook, WY","Campbell, Crook",Wyoming,8/3/2024,0
2024-2025,955,"Red Willow, NE - Hitchcock, NE","Hitchcock, Red Willow",Nebraska,1/25/2025,2.74
2024-2025,958,"Martin, MN",Martin,Minnesota,3/8/2025,4.06
2024-2025,96,"Harlan, KY - Bell, KY","Bell, Harlan",Kentucky,12/28/2024,1.62
2024-2025,962,"Washoe (Reno), NV - Carson City, NV","Carson City, Churchill, Douglas, Humboldt, Lyon, Mineral, Pershing, Storey, Washoe",Nevada,2/8/2025,1.55
2024-2025,964,"Washington, UT - Kane, UT","Garfield, Kane, Piute, Washington",Utah,2/8/2025,2.44
2024-2025,965,"Grand, UT",Grand,Utah,2/22/2025,8.33
2024-2025,966,"Cache, UT",Cache,Utah,3/1/2025,1.33
2024-2025,968,"Malheur, OR",Malheur,Oregon,2/22/2025,1.63
2024-2025,969,"Coos, OR - Curry, OR","Coos, Curry",Oregon,2/22/2025,1.7
2024-2025,97,"Augusta, VA - Staunton City, VA","Augusta, Buena Vista City, Highland, Lexington City, Rockbridge, Staunton City, Waynesboro City",Virginia,1/4/2025,2.41
2024-2025,970,"San Juan, UT",San Juan,Utah,2/15/2025,6.52
2024-2025,971,"Laramie (Cheyenne), WY",Laramie,Wyoming,2/8/2025,2.22
2024-2025,973,"Jackson (Medford), OR - Josephine, OR","Jackson, Josephine",Oregon,3/8/2025,1.19
2024-2025,975,"Albany, WY - Carbon, WY","Albany, Carbon",Wyoming,3/8/2025,1.7
2024-2025,977,"Sweetwater, WY",Sweetwater,Wyoming,8/3/2024,0
2024-2025,98,"York, ME",York,Maine,2/1/2025,0.51
2024-2025,982,"Lee, IA",Lee,Iowa,3/22/2025,1.88
2024-2025,985,"La Plata, CO - Montezuma, CO","Archuleta, Dolores, La Plata, Montezuma, San Juan",Colorado,2/22/2025,2.35
2024-2025,986,"San Juan, NM",San Juan,New Mexico,3/8/2025,1.63
2024-2025,99,"Albemarle, VA - Charlottesville City, VA","Albemarle, Buckingham, Charlottesville City, Culpeper, Fluvanna, Greene, Louisa, Madison, Nelson, Orange, Rappahannock",Virginia,1/4/2025,0.89
2024-2025,All,All,All,Alabama,12/21/2024,1.31
2024-2025,All,All,All,Alaska,12/28/2024,2.14
2024-2025,All,All,All,Arizona,2/8/2025,0.8
2024-2025,All,All,All,Arkansas,12/28/2024,2.25
2024-2025,All,All,All,California,1/4/2025,0.71
2024-2025,All,All,All,Colorado,2/8/2025,0.97
2024-2025,All,All,All,Connecticut,12/28/2024,1.02
2024-2025,All,All,All,Delaware,12/28/2024,2.56
2024-2025,All,All,All,District of Columbia,12/21/2024,1.64
2024-2025,All,All,All,Florida,11/30/2024,0.76
2024-2025,All,All,All,Georgia,11/30/2024,0.98
2024-2025,All,All,All,Hawaii,12/28/2024,0.8
2024-2025,All,All,All,Idaho,2/22/2025,1.47
2024-2025,All,All,All,Illinois,1/4/2025,1.74
2024-2025,All,All,All,Indiana,1/4/2025,1.24
2024-2025,All,All,All,Iowa,1/18/2025,1.36
2024-2025,All,All,All,Kansas,1/4/2025,0.98
2024-2025,All,All,All,Kentucky,1/4/2025,1.68
2024-2025,All,All,All,Louisiana,12/28/2024,1.48
2024-2025,All,All,All,Maine,2/8/2025,0.84
2024-2025,All,All,All,Maryland,12/28/2024,1.51
2024-2025,All,All,All,Massachusetts,12/28/2024,1.68
2024-2025,All,All,All,Michigan,1/4/2025,1.31
2024-2025,All,All,All,Minnesota,2/15/2025,1.27
2024-2025,All,All,All,Mississippi,11/30/2024,1.35
2024-2025,All,All,All,Montana,3/8/2025,1.61
2024-2025,All,All,All,Nebraska,2/8/2025,0.69
2024-2025,All,All,All,Nevada,12/28/2024,0.95
2024-2025,All,All,All,New Hampshire,12/28/2024,1.88
2024-2025,All,All,All,New Jersey,12/28/2024,1.22
2024-2025,All,All,All,New Mexico,2/15/2025,1.86
2024-2025,All,All,All,New York,12/28/2024,0.9
2024-2025,All,All,All,North Carolina,12/28/2024,2.08
2024-2025,All,All,All,North Dakota,2/22/2025,1.15
2024-2025,All,All,All,Ohio,1/4/2025,1.11
2024-2025,All,All,All,Oklahoma,1/11/2025,1.85
2024-2025,All,All,All,Oregon,2/8/2025,1.26
2024-2025,All,All,All,Pennsylvania,12/28/2024,1.08
2024-2025,All,All,All,Rhode Island,12/28/2024,0.93
2024-2025,All,All,All,South Carolina,12/28/2024,1.34
2024-2025,All,All,All,South Dakota,3/8/2025,1.66
2024-2025,All,All,All,Tennessee,12/28/2024,1.47
2024-2025,All,All,All,Texas,12/28/2024,1.45
2024-2025,All,All,All,United States,12/28/2024,1.08
2024-2025,All,All,All,Utah,2/15/2025,1.38
2024-2025,All,All,All,Vermont,1/4/2025,1.18
2024-2025,All,All,All,Virginia,12/28/2024,1.05
2024-2025,All,All,All,Washington,12/28/2024,1.08
2024-2025,All,All,All,West Virginia,1/4/2025,2.22
2024-2025,All,All,All,Wisconsin,2/8/2025,1.11
2024-2025,All,All,All,Wyoming,2/8/2025,1.26
2025-2026,1,"Allegany (Cumberland), MD - Garrett, MD","Allegany, Garrett",Maryland,1/17/2026,1.28
2025-2026,10,"Albany (Albany), NY - Rensselaer, NY","Albany, Rensselaer",New York,2/21/2026,0.74
2025-2026,101,"Worcester (Worcester), MA - Franklin, MA","Franklin, Worcester",Massachusetts,2/21/2026,1.39
2025-2026,102,"Bourbon (Paris), KY - Nicholas, KY","Bourbon, Nicholas",Kentucky,12/6/2025,1.95
2025-2026,103,"Caledonia, VT - Orleans, VT","Caledonia, Lamoille, Orleans",Vermont,2/28/2026,1.27
2025-2026,104,"Clinton, KY - Cumberland, KY","Clinton, Cumberland",Kentucky,2/7/2026,3.09
2025-2026,105,"Tompkins, NY - Cortland, NY","Cortland, Tompkins",New York,2/14/2026,1.67
2025-2026,106,"Chautauqua, NY",Chautauqua,New York,4/11/2026,1.17
2025-2026,107,"Queen Annes, MD - Talbot, MD","Caroline, Dorchester, Queen Annes, Talbot",Maryland,1/3/2026,1.52
2025-2026,108,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean",New Jersey,1/24/2026,0.98
2025-2026,109,"Prince William (Dale City), VA - Fauquier, VA","Fauquier, Manassas City, Manassas Park City, Prince William",Virginia,1/3/2026,1.1
2025-2026,11,"Floyd, KY - Johnson, KY","Floyd, Johnson, Magoffin",Kentucky,3/21/2026,1.32
2025-2026,112,"Berkshire (Pittsfield), MA",Berkshire,Massachusetts,4/4/2026,1.98
2025-2026,114,"Franklin, KY - Anderson, KY","Anderson, Franklin, Owen",Kentucky,3/14/2026,0.3
2025-2026,115,"Calloway, KY",Calloway,Kentucky,1/3/2026,7.14
2025-2026,116,"Mason, KY - Fleming, KY","Bracken, Fleming, Mason",Kentucky,11/22/2025,2
2025-2026,119,"Harrison, KY - Robertson, KY","Harrison, Robertson",Kentucky,3/14/2026,1.86
2025-2026,12,"Massac, IL - Johnson, IL","Johnson, Massac",Illinois,1/31/2026,2.86
2025-2026,121,"Fairfield, CT",Fairfield,Connecticut,2/21/2026,0.82
2025-2026,122,"Rutland, VT",Rutland,Vermont,2/21/2026,1.53
2025-2026,123,"Letcher, KY",Letcher,Kentucky,2/28/2026,1.29
2025-2026,124,"Kent, MD",Kent,Maryland,12/13/2025,2
2025-2026,126,"Mercer, NJ",Mercer,New Jersey,2/28/2026,0.45
2025-2026,127,"Cumberland, NJ",Cumberland,New Jersey,1/3/2026,1.55
2025-2026,13,"Pike, KY",Pike,Kentucky,3/28/2026,1.56
2025-2026,131,"Montgomery, KY - Bath, KY","Bath, Montgomery",Kentucky,3/14/2026,1.2
2025-2026,135,"Stafford, VA - Spotsylvania, VA","Caroline, Fredericksburg City, King George, Spotsylvania, Stafford",Virginia,12/20/2025,1.42
2025-2026,136,"Aroostook, ME",Aroostook,Maine,4/18/2026,0.89
2025-2026,14,"Roanoke City, VA - Roanoke, VA","Amherst, Appomattox, Bedford, Bedford City, Botetourt, Campbell, Craig, Floyd, Franklin, Lynchburg City, Roanoke, Roanoke City, Salem City",Virginia,1/24/2026,0.77
2025-2026,141,"Walker, GA - Catoosa, GA","Catoosa, Dade, Walker",Georgia,12/20/2025,0.3
2025-2026,143,"Chatham (Savannah), GA - Liberty, GA","Bryan, Chatham, Effingham, Evans, Liberty, Long, Tattnall",Georgia,11/29/2025,0.58
2025-2026,144,"Dougherty (Albany), GA - Lee, GA","Baker, Calhoun, Clay, Dougherty, Early, Lee, Randolph, Terrell, Worth",Georgia,10/18/2025,0.27
2025-2026,145,"Whitfield, GA - Murray, GA","Murray, Whitfield",Georgia,2/14/2026,1.68
2025-2026,146,"DeSoto, MS - Marshall, MS","Benton, DeSoto, Marshall, Panola, Tate, Tunica",Mississippi,1/17/2026,0.61
2025-2026,147,"Knox (Knoxville), TN - Blount, TN","Blount, Knox, Loudon, McMinn, Meigs, Monroe, Sevier, Union",Tennessee,1/3/2026,0.68
2025-2026,148,"Davidson (Nashville-Davidson), TN - Williamson, TN","Cheatham, Davidson, Dickson, Hickman, Humphreys, Robertson, Williamson",Tennessee,1/3/2026,1.13
2025-2026,149,"Forsyth (Winston-Salem), NC - Surry, NC","Davie, Forsyth, Stokes, Surry, Yadkin",North Carolina,1/31/2026,1.16
2025-2026,151,"Sullivan (Kingsport), TN - Hawkins, TN","Hawkins, Sullivan",Tennessee,1/3/2026,0.64
2025-2026,153,"Fulton (Atlanta), GA - DeKalb, GA","Clayton, DeKalb, Fulton, Gwinnett",Georgia,1/31/2026,0.59
2025-2026,154,"Floyd, GA - Bartow, GA","Bartow, Chattooga, Floyd, Gordon, Polk",Georgia,1/3/2026,1.12
2025-2026,157,"Hall, GA - Habersham, GA","Banks, Dawson, Habersham, Hall, Lumpkin, Towns, Union, White",Georgia,1/31/2026,1.17
2025-2026,16,"Baltimore, MD - Baltimore City, MD","Anne Arundel, Baltimore, Baltimore City, Calvert, Carroll, Howard",Maryland,1/3/2026,0.99
2025-2026,160,"Richland (Columbia), SC - Lexington, SC","Fairfield, Lexington, Newberry, Richland",South Carolina,12/27/2025,1.16
2025-2026,164,"Morgan, GA - Greene, GA","Greene, Morgan",Georgia,12/27/2025,2.25
2025-2026,167,"Mecklenburg (Charlotte), NC - Union, NC","Anson, Mecklenburg, Union",North Carolina,1/3/2026,1.1
2025-2026,168,"New Hanover (Wilmington), NC - Brunswick, NC","Brunswick, New Hanover, Pender",North Carolina,1/31/2026,1.2
2025-2026,169,"Washington (Johnson City), TN - Carter, TN","Carter, Unicoi, Washington",Tennessee,3/14/2026,1.51
2025-2026,17,"Penobscot (Bangor), ME - Hancock, ME","Hancock, Penobscot, Piscataquis, Washington",Maine,3/28/2026,1.41
2025-2026,170,"Durham (Durham), NC - Granville, NC","Durham, Granville, Person, Vance, Warren",North Carolina,3/7/2026,0.73
2025-2026,174,"Ware, GA - Pierce, GA","Bacon, Clinch, Pierce, Ware",Georgia,10/18/2025,1.1
2025-2026,176,"Orangeburg, SC - Bamberg, SC","Allendale, Bamberg, Calhoun, Orangeburg",South Carolina,8/2/2025,0
2025-2026,178,"Thomas, GA - Mitchell, GA","Grady, Mitchell, Thomas",Georgia,8/2/2025,0
2025-2026,18,"Fayette (Lexington-Fayette), KY - Jessamine, KY","Breathitt, Clark, Fayette, Jessamine, Knott, Lee, Leslie, Owsley, Perry, Powell, Scott, Wolfe, Woodford",Kentucky,2/14/2026,1.01
2025-2026,180,"Lowndes, GA - Brooks, GA","Berrien, Brooks, Cook, Echols, Lanier, Lowndes",Georgia,11/29/2025,1.23
2025-2026,182,"Greenville (Greenville), SC - Anderson, SC","Anderson, Greenville, Oconee, Pickens",South Carolina,12/27/2025,1.41
2025-2026,184,"Florence (Florence), SC - Darlington, SC","Chesterfield, Darlington, Florence, Marlboro, Williamsburg",South Carolina,1/3/2026,1.45
2025-2026,186,"Guilford (Greensboro), NC - Davidson, NC","Davidson, Guilford, Randolph, Rockingham",North Carolina,12/27/2025,1.18
2025-2026,187,"Laurens, SC - Greenwood, SC","Abbeville, Greenwood, Laurens, McCormick, Saluda",South Carolina,12/27/2025,1.01
2025-2026,188,"Madison (Jackson), TN - Gibson, TN","Chester, Crockett, Decatur, Gibson, Hardeman, Haywood, Henderson, Madison",Tennessee,1/3/2026,0.73
2025-2026,189,"Tift, GA - Ben Hill, GA","Ben Hill, Irwin, Tift, Turner",Georgia,12/13/2025,0.84
2025-2026,19,"Broome (Binghamton), NY - Tioga, NY","Broome, Tioga",New York,3/7/2026,1.61
2025-2026,190,"Cobb (Marietta), GA",Cobb,Georgia,1/3/2026,0.98
2025-2026,191,"Polk, NC",Polk,North Carolina,2/14/2026,1.37
2025-2026,192,"Iredell (Statesville), NC - Alexander, NC","Alexander, Iredell",North Carolina,1/31/2026,1.52
2025-2026,193,"Bibb (Macon), GA - Houston, GA","Bibb, Bleckley, Crawford, Houston, Jones, Monroe, Peach, Pulaski, Taylor, Twiggs, Wilkinson",Georgia,1/31/2026,0.5
2025-2026,194,"Watauga, NC - Ashe, NC","Ashe, Watauga",North Carolina,2/21/2026,1.13
2025-2026,195,"Pitt, NC - Beaufort, NC","Beaufort, Hyde, Martin, Pitt, Tyrrell, Washington",North Carolina,2/7/2026,1.58
2025-2026,196,"Sumter, SC - Clarendon, SC","Clarendon, Lee, Sumter",South Carolina,1/3/2026,1.45
2025-2026,197,"Sumter, GA - Crisp, GA","Crisp, Dooly, Macon, Sumter, Wilcox",Georgia,10/25/2025,0.46
2025-2026,198,"Wake (Raleigh), NC - Johnston, NC","Franklin, Johnston, Wake, Wilson",North Carolina,1/31/2026,1.05
2025-2026,199,"Marion, SC - Dillon, SC","Dillon, Marion",South Carolina,12/27/2025,2.07
2025-2026,2,"Kenton (Covington), KY - Campbell, KY","Boone, Campbell, Gallatin, Grant, Kenton, Pendleton",Kentucky,3/7/2026,1.2
2025-2026,20,"New London, CT",New London,Connecticut,2/21/2026,0.78
2025-2026,203,"Orange (Chapel Hill), NC - Harnett, NC","Chatham, Harnett, Lee, Orange",North Carolina,1/17/2026,0.61
2025-2026,204,"Spalding (Griffin), GA - Butts, GA","Butts, Spalding",Georgia,12/27/2025,1.38
2025-2026,205,"Moore, NC - Richmond, NC","Hoke, Montgomery, Moore, Richmond",North Carolina,1/3/2026,1.14
2025-2026,206,"Laurens, GA - Toombs, GA","Dodge, Johnson, Laurens, Montgomery, Telfair, Toombs, Treutlen, Wheeler",Georgia,11/29/2025,0.38
2025-2026,207,"Robeson, NC - Columbus, NC","Bladen, Columbus, Robeson, Scotland",North Carolina,12/20/2025,0.97
2025-2026,208,"Maury, TN - Giles, TN","Giles, Lewis, Marshall, Maury",Tennessee,1/3/2026,1.27
2025-2026,209,"Jackson, NC - Macon, NC","Graham, Jackson, Macon, Swain",North Carolina,3/7/2026,1.42
2025-2026,21,"Ontario (Geneva), NY - Wayne, NY","Ontario, Seneca, Wayne, Yates",New York,2/28/2026,1.03
2025-2026,211,"Rutherford (Murfreesboro), TN - Warren, TN","Cannon, DeKalb, Rutherford, Van Buren, Warren",Tennessee,1/3/2026,0.83
2025-2026,212,"Charleston (Charleston), SC - Berkeley, SC","Berkeley, Charleston, Colleton, Dorchester, Hampton",South Carolina,11/29/2025,0.39
2025-2026,214,"Nash, NC - Halifax, NC","Edgecombe, Halifax, Nash, Northampton",North Carolina,1/31/2026,1.55
2025-2026,215,"Putnam, TN - White, TN","Clay, Jackson, Overton, Pickett, Putnam, White",Tennessee,12/27/2025,1.58
2025-2026,216,"Stephens, GA - Hart, GA","Franklin, Hart, Stephens",Georgia,1/10/2026,1.19
2025-2026,217,"Hamblen (Morristown), TN - Jefferson, TN","Grainger, Hamblen, Hancock, Jefferson",Tennessee,2/28/2026,0.34
2025-2026,218,"Gaston (Gastonia), NC - Cleveland, NC","Cleveland, Gaston, Lincoln, Rutherford",North Carolina,1/31/2026,0.73
2025-2026,22,"Middlesex, MA - Suffolk (Boston), MA","Barnstable, Dukes, Middlesex, Nantucket, Norfolk, Plymouth, Suffolk",Massachusetts,2/21/2026,0.8
2025-2026,220,"Jasper, GA",Jasper,Georgia,2/14/2026,2.17
2025-2026,222,"Bulloch, GA - Emanuel, GA","Bulloch, Candler, Emanuel, Screven",Georgia,11/1/2025,0.37
2025-2026,223,"Cumberland, TN - Fentress, TN","Bledsoe, Cumberland, Fentress",Tennessee,11/22/2025,0.55
2025-2026,225,"Buncombe (Asheville), NC - Henderson, NC","Buncombe, Haywood, Henderson, Madison, Transylvania",North Carolina,1/3/2026,0.83
2025-2026,226,"Anderson (Oak Ridge), TN - Roane, TN","Anderson, Campbell, Morgan, Rhea, Roane",Tennessee,1/31/2026,0.34
2025-2026,228,"Decatur, GA - Seminole, GA","Decatur, Miller, Seminole",Georgia,1/24/2026,0.44
2025-2026,229,"Catawba (Hickory), NC - Burke, NC","Burke, Caldwell, Catawba",North Carolina,1/31/2026,1.02
2025-2026,23,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem",New Jersey,1/17/2026,0.45
2025-2026,230,"Wayne, GA - Appling, GA","Appling, Wayne",Georgia,8/2/2025,0
2025-2026,231,"Sumner (Hendersonville), TN - Wilson, TN","Macon, Smith, Sumner, Trousdale, Wilson",Tennessee,1/3/2026,0.8
2025-2026,232,"Lawrence, TN - Wayne, TN","Lawrence, Perry, Wayne",Tennessee,1/10/2026,2.07
2025-2026,234,"Montgomery (Clarksville), TN - Stewart, TN","Houston, Montgomery, Stewart",Tennessee,12/27/2025,0.93
2025-2026,235,"Cabarrus (Concord), NC - Rowan, NC","Cabarrus, Rowan, Stanly",North Carolina,1/31/2026,1.28
2025-2026,236,"Coffee, GA - Jeff Davis, GA","Atkinson, Coffee, Jeff Davis",Georgia,8/2/2025,0
2025-2026,238,"Wayne, NC - Lenoir, NC","Duplin, Greene, Lenoir, Wayne",North Carolina,2/7/2026,1.31
2025-2026,239,"Coffee, TN - Franklin, TN","Coffee, Franklin, Grundy, Moore",Tennessee,1/31/2026,1.25
2025-2026,240,"Yancey, NC - Avery, NC","Avery, Mitchell, Yancey",North Carolina,3/21/2026,0.99
2025-2026,242,"Onslow, NC - Craven, NC","Carteret, Craven, Jones, Onslow, Pamlico",North Carolina,1/31/2026,0.91
2025-2026,243,"Hertford, NC - Bertie, NC","Bertie, Chowan, Gates, Hertford",North Carolina,1/17/2026,2.51
2025-2026,244,"York (Rock Hill), SC - Chester, SC","Chester, York",South Carolina,12/27/2025,0.98
2025-2026,245,"Hardin, TN - McNairy, TN","Hardin, McNairy",Tennessee,3/7/2026,1.02
2025-2026,246,"Horry, SC - Georgetown, SC","Georgetown, Horry",South Carolina,12/27/2025,0.68
2025-2026,248,"Dyer, TN - Lauderdale, TN","Dyer, Lake, Lauderdale",Tennessee,12/13/2025,0.97
2025-2026,249,"Lancaster, SC - Kershaw, SC","Kershaw, Lancaster",South Carolina,2/7/2026,0.7
2025-2026,25,"Frederick, VA - Shenandoah, VA","Clarke, Frederick, Shenandoah, Warren, Winchester City",Virginia,1/3/2026,1.46
